year,month,day,title,links
1357,8,1,اعتصاب دوباره کارکنان رادیو و تلویزیون برای ابراز مخالفت خود با حکومت پهلوی,"[{'text': 'تلویزیون', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86'}, {'text': 'حکومت پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}, {'text': 'رادیو', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D8%AF%DB%8C%D9%88'}]"
1357,5,7,حمله شدیداللحن فیدل کاسترو به ایران و عربستان سعودی که ثروت مردم فقیر را به نفع قدرت های امپریالیستی از چنگشان خارج می کنند.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عربستان سعودی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D8%A8%D8%B3%D8%AA%D8%A7%D9%86_%D8%B3%D8%B9%D9%88%D8%AF%DB%8C'}, {'text': 'فیدل کاسترو', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%AF%D9%84_%DA%A9%D8%A7%D8%B3%D8%AA%D8%B1%D9%88'}]"
1357,6,9,ربودن موسی صدر، اندیشمندنی ایرانی‌تبار و رئیس مجلس شیعیان لبنان در لیبی,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'لیبی', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D8%A8%DB%8C'}, {'text': 'موسی صدر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%88%D8%B3%DB%8C_%D8%B5%D8%AF%D8%B1'}]"
1357,11,12,بازگشت سید روح‌الله خمینی به ایران پس از چهارده سال تبعید,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'بازگشت سید روح\u200cالله خمینی به ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%87%D9%87_%D9%81%D8%AC%D8%B1'}, {'text': 'روح\u200cالله خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}]"
1357,6,17,درگیری مسلحانه مردم معترض و نیروهای نظامی ارتش در میدان ژاله در تهران (جمعه سیاه),[]
1357,11,17,تشکیل دولت موقت به ریاست مهدی بازرگان,"[{'text': 'دولت موقت', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D9%84%D8%AA_%D9%85%D9%88%D9%82%D8%AA'}, {'text': 'مهدی بازرگان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%A8%D8%A7%D8%B2%D8%B1%DA%AF%D8%A7%D9%86'}]"
1357,12,17,نخستین اعتراضات بر ضد حکومت جمهوری اسلامی ایران از سوی زنان معترض به حجاب اجباری اسلامی (تظاهرات ۱۷ ۱۳۵۷),"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1357,11,18,دستور ایالات متحده به کارکنان خود برای خروج از ایران,"[{'text': 'ایالات متحده', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%A7%D9%84%D8%A7%D8%AA_%D9%85%D8%AA%D8%AD%D8%AF%D9%87_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1357,11,19,جمعی از پرسنل نیروی هوایی با انجام رژه و خواندن سرود در مقابل روح‌الله خمینی، با انقلاب و رهبر آن اعلام همبستگی کردند.,"[{'text': 'روح\u200cالله خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}]"
1357,11,22,پیروزی انقلاب اسلامی ایران، و پایان نظام شاهنشاهی در ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1357,11,22,اعلامیه بی‌طرفی ارتش,"[{'text': 'اعلامیه بی\u200cطرفی ارتش', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D9%84%D8%A7%D9%85%DB%8C%D9%87_%D8%A8%DB%8C%E2%80%8C%D8%B7%D8%B1%D9%81%DB%8C_%D8%A7%D8%B1%D8%AA%D8%B4'}]"
1357,12,24,قیام بیست و چهار حوت و کشته شدن ۲۵ هزار افغان توسط شوروی,"[{'text': 'افغان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%81%D8%BA%D8%A7%D9%86%D8%B3%D8%AA%D8%A7%D9%86%DB%8C%E2%80%8C%D9%87%D8%A7'}, {'text': 'شوروی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF_%D8%AC%D9%85%D8%A7%D9%87%DB%8C%D8%B1_%D8%B4%D9%88%D8%B1%D9%88%DB%8C'}, {'text': 'قیام بیست و چهار حوت', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%DB%8C%D8%A7%D9%85_%D8%A8%DB%8C%D8%B3%D8%AA_%D9%88_%DA%86%D9%87%D8%A7%D8%B1_%D8%AD%D9%88%D8%AA'}]"
1357,5,25,زمین‌لرزه طبس با شدت ۷٫۸ ریشتر و حدود ۱۵٬۰۰۰ نفر کشته,[]
1357,10,26,خروج محمدرضا پهلوی از ایران در پی بالاگرفتن تظاهرات و مخالفت‌های مردمی,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'محمدرضا پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}]"
1357,10,26,انتخاب سید جلال‌الدین تهرانی به ریاست شورای سلطنت,"[{'text': 'سید جلال\u200cالدین تهرانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D9%84%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86%DB%8C'}]"
1357,10,26,وقوع زمین‌لرزه در قائن,[]
1358,1,12,برگزاری همه‌پرسی نظام جمهوری اسلامی در ایران و روز جمهوری اسلامی,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'روز جمهوری اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'همه\u200cپرسی نظام جمهوری اسلامی در ایران', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%85%D9%87%E2%80%8C%D9%BE%D8%B1%D8%B3%DB%8C_%D9%86%D8%B8%D8%A7%D9%85_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%AF%D8%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1358,1,21,بنیان‌گذاری بنیاد مسکن انقلاب اسلامی,"[{'text': 'بنیاد مسکن انقلاب اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%86%DB%8C%D8%A7%D8%AF_%D9%85%D8%B3%DA%A9%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]"
1358,2,23,لغو قانون اجازه استفاده مستشاران نظامی آمریکایی از بند دوم کنوانسیون وین‌ توسط نظام جمهوری اسلامی ایران,[]
1358,3,9,آغاز چهارشنبه سیاه خرمشهر,"[{'text': 'شنبه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%86%D8%A8%D9%87'}, {'text': 'چهارشنبه', 'url': 'https://fa.wikipedia.org/wiki/%DA%86%D9%87%D8%A7%D8%B1%D8%B4%D9%86%D8%A8%D9%87'}, {'text': 'چهارشنبه سیاه خرمشهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF_%DB%B1%DB%B3%DB%B5%DB%B8_%D8%AE%D8%B1%D9%85%D8%B4%D9%87%D8%B1'}]"
1358,4,6,ترور ناموفق محمدرضا شاه به وسیلهٔ کارلوس و گروهش به دستور صادق خلخالی,"[{'text': 'صادق خلخالی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D8%AE%D9%84%D8%AE%D8%A7%D9%84%DB%8C'}, {'text': 'محمدرضا شاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}, {'text': 'کارلوس', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D9%84%DB%8C%DA%86_%D8%B1%D8%A7%D9%85%DB%8C%D8%B1%D8%B2_%D8%B3%D8%A7%D9%86%DA%86%D8%B2'}]"
1358,5,12,انتخابات مجلس خبرگان قانون اساسی(۱۳۵۸),"[{'text': 'مجلس خبرگان قانون اساسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%AE%D8%A8%D8%B1%DA%AF%D8%A7%D9%86_%D9%82%D8%A7%D9%86%D9%88%D9%86_%D8%A7%D8%B3%D8%A7%D8%B3%DB%8C'}]"
1358,5,23,آغاز نبرد پاوه,"[{'text': 'نبرد پاوه', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%BE%D8%A7%D9%88%D9%87'}]"
1358,5,28,بنیان‌گذاری مجلس خبرگان قانون اساسی,"[{'text': 'مجلس خبرگان قانون اساسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%AE%D8%A8%D8%B1%DA%AF%D8%A7%D9%86_%D9%82%D8%A7%D9%86%D9%88%D9%86_%D8%A7%D8%B3%D8%A7%D8%B3%DB%8C'}]"
1358,5,28,پایان,[]
1358,6,10,تخریب خانه باب پس از انقلاب ۱۳۵۷ ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خانه باب', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%A7%D9%86%D9%87_%D8%A8%D8%A7%D8%A8'}]"
1358,6,11,کشتار قارنا,"[{'text': 'کشتار قارنا', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%D8%AA%D8%A7%D8%B1_%D8%AF%D8%B1_%D9%82%D8%A7%D8%B1%D9%86%D8%A7'}]"
1358,8,1,روز استقلال کانون کارشناسان رسمی دادگستری,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]"
1358,8,2,ایجاد قانون اساسی جمهوری اسلامی ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'قانون اساسی جمهوری اسلامی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86_%D8%A7%D8%B3%D8%A7%D8%B3%DB%8C_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1358,8,13,گروگان‌گیری در سفارت آمریکا,[]
1358,8,15,انحلال دولت موقت ایران,"[{'text': 'دولت موقت ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D9%84%D8%AA_%D9%85%D9%88%D9%82%D8%AA_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1358,8,22,دولت آمریکا با تصمیم جیمی کارتر مبنی بر عدم خرید نفت از ایران و مسدود کردن دارایی‌های ایران موافقت کرد.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جیمی کارتر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%DB%8C%D9%85%DB%8C_%DA%A9%D8%A7%D8%B1%D8%AA%D8%B1'}]"
1358,9,29,بنیان‌گذاری بانک تجارت,"[{'text': 'بانک تجارت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%86%DA%A9_%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA'}]"
1358,11,1,هواپیمای مسافربری بویینگ ۷۲۷  پرواز شماره ۲۹۱ ایران ایر ۳۰ کیلومتری شمال شرق فرودگاه مهرآباد با کوه‌های لشکرک برخورد کرد که به مرگ تمامی ۱۲۸ سرنشین آن انجامید.,"[{'text': 'پرواز شماره ۲۹۱ ایران ایر', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D8%B2_%D8%B4%D9%85%D8%A7%D8%B1%D9%87_%DB%B2%DB%B9%DB%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%A7%DB%8C%D8%B1'}]"
1358,11,5,برگزاری نخستین انتخابات ریاست‌جمهوری ایران,[]
1358,11,15,انتخاب بنی صدر به عنوان نخستین رئیس‌جمهور ایران,[]
1358,11,22,آغاز سیل خوزستان,[]
1358,12,22,سید روح‌الله خمینی، دستور تأسیس بنیاد شهید انقلاب اسلامی را صادر کرد. ‏,"[{'text': 'بنیاد شهید انقلاب اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%86%DB%8C%D8%A7%D8%AF_%D8%B4%D9%87%DB%8C%D8%AF_%D9%88_%D8%A7%D9%85%D9%88%D8%B1_%D8%A7%DB%8C%D8%AB%D8%A7%D8%B1%DA%AF%D8%B1%D8%A7%D9%86'}, {'text': 'سید روح\u200cالله خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}, {'text': 'شهید', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%DB%8C%D8%AF'}]"
1358,12,24,آغاز مرحله اول انتخابات دوره نخست مجلس شورای اسلامی,"[{'text': 'دوره نخست مجلس شورای اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D9%86%D8%AE%D8%B3%D8%AA_%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]"
1358,3,3,ترور محمدولی قرنی توسط گروه فرقان,"[{'text': 'گروه فرقان', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D9%88%D9%87_%D9%81%D8%B1%D9%82%D8%A7%D9%86'}]"
1358,3,4,ترور نافرجام اکبر هاشمی رفسنجانی توسط گروه فرقان,"[{'text': 'ترور نافرجام اکبر هاشمی رفسنجانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%D9%88%D8%B1_%D9%86%D8%A7%D9%81%D8%B1%D8%AC%D8%A7%D9%85_%D8%A7%DA%A9%D8%A8%D8%B1_%D9%87%D8%A7%D8%B4%D9%85%DB%8C_%D8%B1%D9%81%D8%B3%D9%86%D8%AC%D8%A7%D9%86%DB%8C'}, {'text': 'گروه فرقان', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D9%88%D9%87_%D9%81%D8%B1%D9%82%D8%A7%D9%86'}]"
1358,9,5,تشکیل سازمان بسیج مستضعفین به دستور روح‌الله خمینی,"[{'text': 'روح\u200cالله خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}, {'text': 'سازمان بسیج مستضعفین', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%B3%DB%8C%D8%AC'}]"
1358,10,7,تشکیل سازمان نهضت سوادآموزی با فرمان روح‌الله خمینی.,"[{'text': 'روح\u200cالله خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}, {'text': 'سازمان نهضت سوادآموزی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%86%D9%87%D8%B6%D8%AA_%D8%B3%D9%88%D8%A7%D8%AF%D8%A2%D9%85%D9%88%D8%B2%DB%8C'}]"
1358,2,11,ترور مرتضی مطهری توسط گروه فرقان,"[{'text': 'مرتضی مطهری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D9%85%D8%B7%D9%87%D8%B1%DB%8C'}, {'text': 'گروه فرقان', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D9%88%D9%87_%D9%81%D8%B1%D9%82%D8%A7%D9%86'}]"
1358,1,12,همه‌پرسی نظام جمهوری اسلامی در ایران و رای آری ۹۸٫۲ درصد شرکت کنندگان.,"[{'text': 'همه\u200cپرسی نظام جمهوری اسلامی در ایران', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%85%D9%87%E2%80%8C%D9%BE%D8%B1%D8%B3%DB%8C_%D9%86%D8%B8%D8%A7%D9%85_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%AF%D8%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1358,8,13,گروگان‌گیری در سفارت ایالات متحده آمریکا توسط دانشجویان پیرو خط امام.,"[{'text': 'دانشجویان پیرو خط امام', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86_%D9%BE%DB%8C%D8%B1%D9%88_%D8%AE%D8%B7_%D8%A7%D9%85%D8%A7%D9%85'}, {'text': 'گروگان\u200cگیری در سفارت ایالات متحده آمریکا', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D9%88%DA%AF%D8%A7%D9%86%E2%80%8C%DA%AF%DB%8C%D8%B1%DB%8C_%D8%AF%D8%B1_%D8%B3%D9%81%D8%A7%D8%B1%D8%AA_%D8%A7%DB%8C%D8%A7%D9%84%D8%A7%D8%AA_%D9%85%D8%AA%D8%AD%D8%AF%D9%87_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7'}]"
1358,11,15,انتخاب ابوالحسن بنی صدر به ریاست جمهوری,"[{'text': 'ابوالحسن بنی صدر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D8%AD%D8%B3%D9%86_%D8%A8%D9%86%DB%8C%E2%80%8C%D8%B5%D8%AF%D8%B1'}, {'text': 'ریاست جمهوری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A6%DB%8C%D8%B3%E2%80%8C%D8%AC%D9%85%D9%87%D9%88%D8%B1'}]"
1358,6,19,درگذشت محمود طالقانی,[]
1358,10,21,تبریز - درگیری میان طرفداران آیت‌الله شریعتمداری و برخی مردم تبریز,"[{'text': 'آیت\u200cالله شریعتمداری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%DA%A9%D8%A7%D8%B8%D9%85_%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%D9%85%D8%AF%D8%A7%D8%B1%DB%8C'}]"
1358,2,23,لغو کاپیتولاسیون در ایران,"[{'text': 'کاپیتولاسیون در ایران', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%BE%DB%8C%D8%AA%D9%88%D9%84%D8%A7%D8%B3%DB%8C%D9%88%D9%86_%D8%AF%D8%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1358,9,27,ترور محمد مفتح توسط گروه فرقان,"[{'text': 'محمد مفتح', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D9%81%D8%AA%D8%AD'}, {'text': 'گروه فرقان', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D9%88%D9%87_%D9%81%D8%B1%D9%82%D8%A7%D9%86'}]"
1359,2,11,در لندن مردان مسلح سفارت ایران در لندن را اشغال کردند و آزادی همفکرانشان در ایران را خواستار شدند,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سفارت ایران در لندن', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%81%D8%A7%D8%B1%D8%AA_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%AF%D8%B1_%D9%84%D9%86%D8%AF%D9%86'}, {'text': 'لندن', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D9%86%D8%AF%D9%86'}]"
1359,3,7,برگزاری نخستین جلسه رسمی دوره نخست مجلس شورای اسلامی‏,"[{'text': 'دوره نخست مجلس شورای اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D9%86%D8%AE%D8%B3%D8%AA_%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]"
1359,4,10,تغییر نام شیر و خورشید سرخ به هلال احمر پس از انقلاب اسلامی در ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'هلال احمر', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%84%D8%A7%D9%84_%D8%A7%D8%AD%D9%85%D8%B1'}]"
1359,4,14,دستور ایالات متحده آمریکا بر مسدود کردن دارایی‌های ایران,"[{'text': 'ایالات متحده آمریکا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%A7%D9%84%D8%A7%D8%AA_%D9%85%D8%AA%D8%AD%D8%AF%D9%87_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1359,4,18,کودتای نوژه برای بازگردانی شاپور بختیار به ایران و حذف سید روح‌الله خمینی و نابودی جمهوری اسلامی لو رفت و با شکست روبرو شد.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جمهوری اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سید روح\u200cالله خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}, {'text': 'شاپور بختیار', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1'}, {'text': 'کودتای نوژه', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%AF%D8%AA%D8%A7%DB%8C_%D9%86%D9%88%DA%98%D9%87'}]"
1359,5,6,تظاهرات و اعتصاب دانشجویان ایرانی در آمریکا در حمایت از نظام اسلامی,[]
1359,5,12,تأسیس شورای هماهنگی تبلیغات اسلامی(۱۳۵۹),"[{'text': 'شورای هماهنگی تبلیغات اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%87%D9%85%D8%A7%D9%87%D9%86%DA%AF%DB%8C_%D8%AA%D8%A8%D9%84%DB%8C%D8%BA%D8%A7%D8%AA_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]"
1359,5,16,بنیان‌گذاری جهاد دانشگاهی,"[{'text': 'جهاد دانشگاهی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D8%AF_%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87%DB%8C'}]"
1359,6,26,رقابت ۲۶ شهریور تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در جام ملت‌های آسیا ۱۹۸۰,"[{'text': 'شهریور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}, {'text': '۶ شهریور', 'url': 'https://fa.wikipedia.org/wiki/%DB%B6_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1'}]"
1359,6,31,آغاز جنگ ایران و عراق,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جنگ ایران و عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82'}]"
1359,6,31,عملیات انتقام,"[{'text': 'عملیات انتقام', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%85'}]"
