year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,link,link_english,title_english,Politics,Social,Natural Disaster,Science,Art,Sports,type,details,details_english,era_persian,era_english,date_gregorian,date
1402,10,11,کامیلا باتمانقلیچ,,2024,01,01,https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%85%DB%8C%D9%84%D8%A7_%D8%A8%D8%A7%D8%AA%D9%85%D8%A7%D9%86%D9%82%D9%84%DB%8C%DA%86,https://en.wikipedia.org/wiki/Camila_Batmanghelidjh,Camila Batmanghelidjh,,,,,,,death,روان‌شناس و نیکوکار,Psychologist and benevolent,جمهوری اسلامی,Islamic Republic,"January 01, 2024","دی 11, 1402"
1402,10,13,انفجارهای کرمان,"[{'text': 'انفجارهای کرمان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1%D9%87%D8%A7%DB%8C_%DA%A9%D8%B1%D9%85%D8%A7%D9%86'}]",2024,01,03,https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1%D9%87%D8%A7%DB%8C_%DA%A9%D8%B1%D9%85%D8%A7%D9%86,https://en.wikipedia.org/wiki/2024_Kerman_bombings,2024 Kerman bombings,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 03, 2024","دی 13, 1402"
1402,10,13,انفجار دو بمب در جریان مراسم چهارمین سالگرد کشته‌شدن قاسم سلیمانی در کرمان باعث مرگ دستکم ۹۳ نفر و زخمی شدن ۲۸۰ تن شد. مسئولیت این عملیات را داعش خراسان به عهده گرفت. مقامات و خانواده قاسم سلیمانی در مراسم حضور نداشتند. به‌گفته مقامات ۱۶ بمب قبل از مراسم کشف شده بود و با وجود اطلاع مسئولان مراسم لغو نشد.,"[{'text': 'داعش خراسان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B9%D8%B4_%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'قاسم سلیمانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D8%B3%D9%85_%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86%DB%8C'}]",2024,01,03,https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B9%D8%B4_%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86,https://en.wikipedia.org/wiki/Islamic_State_%E2%80%93_Khorasan_Province,<No English name found>,,,,1.0,,,event,,,جمهوری اسلامی,Islamic Republic,"January 03, 2024","دی 13, 1402"
1402,10,15,حادثه دی کوهنوردان سبلان.,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سبلان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A8%D9%84%D8%A7%D9%86'}]",2024,01,05,,,Sabalan Climbers' Di incident.,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 05, 2024","دی 15, 1402"
1402,10,18,شهلا لاهیجی,,2024,01,08,https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D9%84%D8%A7_%D9%84%D8%A7%D9%87%DB%8C%D8%AC%DB%8C,https://en.wikipedia.org/wiki/Shahla_Lahiji,Shahla Lahiji,,,,,,,death,ناشر و نویسنده (زاده ۱۳۲۱),Publisher and author (born 1),جمهوری اسلامی,Islamic Republic,"January 08, 2024","دی 18, 1402"
1402,10,19,فرید جواهرکلام,,2024,01,09,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF_%D8%AC%D9%88%D8%A7%D9%87%D8%B1%DA%A9%D9%84%D8%A7%D9%85,<No English page found>,Farid Jewelery,,,,,,,death,مترجم و نویسنده (زاده ۱۳۰۴),Translator and Author (born 1),جمهوری اسلامی,Islamic Republic,"January 09, 2024","دی 19, 1402"
1402,10,20,گلریز قهرمان به دلیل اتهام سرقت از فروشگاه‌های گران‌قیمت از حزب سبز پارلمان نیوزیلند استعفا داد,"[{'text': 'گلریز قهرمان', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D9%84%D8%B1%DB%8C%D8%B2_%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86'}]",2024,01,10,https://fa.wikipedia.org/wiki/%DA%AF%D9%84%D8%B1%DB%8C%D8%B2_%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86,https://en.wikipedia.org/wiki/Golriz_Ghahraman,Golriz Ghahraman,1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 10, 2024","دی 20, 1402"
1402,10,21,سید محمدتقی محصل همدانی,,2024,01,11,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%85%D8%AD%D8%B5%D9%84_%D9%87%D9%85%D8%AF%D8%A7%D9%86%DB%8C,<No English page found>,Seyed Mohammad Taghi Hamedani,,,,,,,death,نماینده ادوار مجلس (زاده ۱۳۱۴),Representative of the Majlis (born 2),جمهوری اسلامی,Islamic Republic,"January 11, 2024","دی 21, 1402"
1402,10,22,آغاز جام ملت‌های آسیا ۲۰۲۳ به میزبانی قطر.,"[{'text': 'جام ملت\u200cهای آسیا ۲۰۲۳', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D9%85%D9%84%D8%AA%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A2%D8%B3%DB%8C%D8%A7_%DB%B2%DB%B0%DB%B2%DB%B3'}]",2024,01,12,https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D9%85%D9%84%D8%AA%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A2%D8%B3%DB%8C%D8%A7_%DB%B2%DB%B0%DB%B2%DB%B3,https://en.wikipedia.org/wiki/2023_AFC_Asian_Cup,2023 AFC Asian Cup,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 12, 2024","دی 22, 1402"
1402,10,24,آزادی الهه محمدی و نیلوفر حامدی با قرار وثیقه,"[{'text': 'الهه محمدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%87%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",2024,01,14,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%87%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Elaheh_Mohammadi,Elaheh Mohammadi,,1.0,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 14, 2024","دی 24, 1402"
1402,10,24,رقابت ۲۴ دی تیم ملی فوتبال ایران با تیم ملی فوتبال فلسطین در جام ملت‌های آسیا ۲۰۲۳,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': '۴ دی', 'url': 'https://fa.wikipedia.org/wiki/%DB%B4_%D8%AF%DB%8C'}]",2024,01,14,https://fa.wikipedia.org/wiki/%DB%B4_%D8%AF%DB%8C,<No English page found>,Iran's national football team competition with the Palestinian national football team in the Asian Cup,,,,,,1.0,event,,,جمهوری اسلامی,Islamic Republic,"January 14, 2024","دی 24, 1402"
1402,10,25,حملات موشکی ۲۰۲۴ ایران در عراق و سوریه,"[{'text': 'حملات موشکی ۲۰۲۴ ایران در عراق و سوریه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D8%A7%D8%AA_%D9%85%D9%88%D8%B4%DA%A9%DB%8C_%DB%B1%DB%B4%DB%B0%DB%B2_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%AF%D8%B1_%D8%B9%D8%B1%D8%A7%D9%82_%D9%88_%D8%B3%D9%88%D8%B1%DB%8C%D9%87'}]",2024,01,15,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D8%A7%D8%AA_%D9%85%D9%88%D8%B4%DA%A9%DB%8C_%DB%B1%DB%B4%DB%B0%DB%B2_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%AF%D8%B1_%D8%B9%D8%B1%D8%A7%D9%82_%D9%88_%D8%B3%D9%88%D8%B1%DB%8C%D9%87,https://en.wikipedia.org/wiki/2024_Iranian_missile_strikes_in_Iraq_and_Syria,2024 Iranian missile strikes in Iraq and Syria,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 15, 2024","دی 25, 1402"
1402,10,25,کریم مجتهدی,,2024,01,15,https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85_%D9%85%D8%AC%D8%AA%D9%87%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Karim_Mojtahedi,Karim Mojtahedi,,,,,,,death,فیلسوف (زاده ۱۳۰۹),Philosopher (born 1),جمهوری اسلامی,Islamic Republic,"January 15, 2024","دی 25, 1402"
1402,10,26,حمله ایران به پاکستان,"[{'text': 'حمله ایران به پاکستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D8%A7%D8%AA_%D9%85%D9%88%D8%B4%DA%A9%DB%8C_%DB%B1%DB%B4%DB%B0%DB%B2_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%A8%D9%87_%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86'}]",2024,01,16,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D8%A7%D8%AA_%D9%85%D9%88%D8%B4%DA%A9%DB%8C_%DB%B1%DB%B4%DB%B0%DB%B2_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%A8%D9%87_%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86,https://en.wikipedia.org/wiki/2024_Iranian_missile_strikes_in_Pakistan,2024 Iranian missile strikes in Pakistan,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 16, 2024","دی 26, 1402"
1402,10,26,حملات موشکی سپاه پاسداران به سوریه و اربیل عراق و کشته‌شدن ژینا پیشرو دزه‌ای، نوزاد یک ساله، به همراه خانواده‌اش.,"[{'text': 'اربیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%A8%DB%8C%D9%84'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'سوریه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%DB%8C%D9%87'}]",2024,01,16,,,"The Revolutionary Guards' missile strikes on Syria and Erbil Iraq and the death of a leading birthday, a one -year -old baby, with his family.",,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 16, 2024","دی 26, 1402"
1402,10,26,درگیری ایران و پاکستان در سال ۲۰۲۴ و کشته شدن ۱۲ شهروند ایرانی فاقد شناسنامه.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'درگیری ایران و پاکستان در سال ۲۰۲۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C_%DB%B1%DB%B4%DB%B0%DB%B2_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}]",2024,01,16,https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C_%DB%B1%DB%B4%DB%B0%DB%B2_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86,https://en.wikipedia.org/wiki/2024_Iran%E2%80%93Pakistan_conflict,<No English name found>,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 16, 2024","دی 26, 1402"
1402,10,28,عملیات مرگ بر سرمچار,"[{'text': 'عملیات مرگ بر سرمچار', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%85%D8%B1%DA%AF_%D8%A8%D8%B1_%D8%B3%D8%B1%D9%85%DA%86%D8%A7%D8%B1'}]",2024,01,18,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%85%D8%B1%DA%AF_%D8%A8%D8%B1_%D8%B3%D8%B1%D9%85%DA%86%D8%A7%D8%B1,https://en.wikipedia.org/wiki/Operation_Marg_Bar_Sarmachar,Operation Marg Bar Sarmachar,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 18, 2024","دی 28, 1402"
1402,10,29,رقابت ۲۹ دی تیم ملی فوتبال ایران با تیم ملی فوتبال هنگ کنگ در جام ملت‌های آسیا ۲۰۲۳,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': '۹ دی', 'url': 'https://fa.wikipedia.org/wiki/%DB%B9_%D8%AF%DB%8C'}]",2024,01,19,https://fa.wikipedia.org/wiki/%DB%B9_%D8%AF%DB%8C,<No English page found>,Iran's national football team competition with Hong Kong national football team in the Asian Cup,,,,,,1.0,event,,,جمهوری اسلامی,Islamic Republic,"January 19, 2024","دی 29, 1402"
1402,10,30,زین‌العابدین رضوی خرم,,2024,01,20,https://fa.wikipedia.org/wiki/%D8%B2%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%D8%AF%DB%8C%D9%86_%D8%B1%D8%B6%D9%88%DB%8C_%D8%AE%D8%B1%D9%85,<No English page found>,Zain al -Abidine Razavi Khorram,,,,,,,death,سیاستمدار (زاده ۱۳۴۵),Politician (born 1),جمهوری اسلامی,Islamic Republic,"January 20, 2024","دی 30, 1402"
1402,11,03,رقابت ۳ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال امارات در جام ملت‌های آسیا ۲۰۲۳,"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}]",2024,01,23,,,Iran's national football team competition with the UAE national team in the Asian Cup,,,,,,1.0,event,,,جمهوری اسلامی,Islamic Republic,"January 23, 2024","بهمن 03, 1402"
1402,11,03,محمد قبادلو,,2024,01,23,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%82%D8%A8%D8%A7%D8%AF%D9%84%D9%88,https://en.wikipedia.org/wiki/Execution_of_Mohammad_Ghobadlou,Execution of Mohammad Ghobadlou,,,,,,,death,از بازداشت‌شدگان خیزش ۱۴۰۱ ایران,Of the arrests of the Iranian uprising,جمهوری اسلامی,Islamic Republic,"January 23, 2024","بهمن 03, 1402"
1402,11,03,فرهاد سلیمی,,2024,01,23,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D8%B3%D9%84%DB%8C%D9%85%DB%8C,<No English page found>,Farhad Salimi,,,,,,,death,زندانی عقیدتی,Idea prisoner,جمهوری اسلامی,Islamic Republic,"January 23, 2024","بهمن 03, 1402"
1402,11,03,علی ارومیان,,2024,01,23,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D8%B1%D9%88%D9%85%DB%8C%D8%A7%D9%86,https://en.wikipedia.org/wiki/Ali_Orumian,Ali Orumian,,,,,,,death,نماینده استان آذربایجان شرقی در دوره دوم مجلس خبرگان رهبری و دوره سوم مجلس خبرگان رهبری,Representative of East Azarbaijan Province in the second term of the Assembly of Experts and the third term of the Assembly of Experts,جمهوری اسلامی,Islamic Republic,"January 23, 2024","بهمن 03, 1402"
1402,11,05,آتش‌سوزی بیمارستان گاندی,"[{'text': 'آتش\u200cسوزی بیمارستان گاندی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D8%A8%DB%8C%D9%85%D8%A7%D8%B1%D8%B3%D8%AA%D8%A7%D9%86_%DA%AF%D8%A7%D9%86%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",2024,01,25,https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D8%A8%DB%8C%D9%85%D8%A7%D8%B1%D8%B3%D8%AA%D8%A7%D9%86_%DA%AF%D8%A7%D9%86%D8%AF%DB%8C,<No English page found>,Gandhi Hospital Fire,,,1.0,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 25, 2024","بهمن 05, 1402"
1402,11,05,آتش‌سوزی بیمارستان گاندی.,"[{'text': 'آتش\u200cسوزی بیمارستان گاندی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D8%A8%DB%8C%D9%85%D8%A7%D8%B1%D8%B3%D8%AA%D8%A7%D9%86_%DA%AF%D8%A7%D9%86%D8%AF%DB%8C'}]",2024,01,25,https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D8%A8%DB%8C%D9%85%D8%A7%D8%B1%D8%B3%D8%AA%D8%A7%D9%86_%DA%AF%D8%A7%D9%86%D8%AF%DB%8C,<No English page found>,Gandhi Hospital Fire.,,,1.0,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 25, 2024","بهمن 05, 1402"
1402,11,05,ایرج جمشیدی,,2024,01,25,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%AC%D9%85%D8%B4%DB%8C%D8%AF%DB%8C,<No English page found>,Iraj Jamshidi,,,,,,,death,روزنامه‌نگار و فعال سیاسی,Journalist and political activist,جمهوری اسلامی,Islamic Republic,"January 25, 2024","بهمن 05, 1402"
1402,11,08,عبدالنبی نمازی,,2024,01,28,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%86%D8%A8%DB%8C_%D9%86%D9%85%D8%A7%D8%B2%DB%8C,https://en.wikipedia.org/wiki/Abdul-Nabi_Namazi,Abdul-Nabi Namazi,,,,,,,death,روحانی و نماینده ادوار مجلس خبرگان (زاده ۱۳۲۷),Rouhani and Representative of the Assembly of Experts (born 2),جمهوری اسلامی,Islamic Republic,"January 28, 2024","بهمن 08, 1402"
1402,11,11,شبکه تلویزیونی من‌وتو با انتشار پستی در صفحه اینستاگرام خود از پایان پخش ماهواره‌ای این شبکه به دلیل وجود مشکل‌هایی در تأمین بودجه خبر داد,[],2024,01,31,,,Manuto's television network posted a post on its Instagram page that the satellite broadcast of the network has been completed because of problems in funding,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"January 31, 2024","بهمن 11, 1402"
1402,11,11,رقابت ۱۱ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در جام ملت‌های آسیا ۲۰۲۳,"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': '۱ بهمن', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%A8%D9%87%D9%85%D9%86'}]",2024,01,31,https://fa.wikipedia.org/wiki/%DB%B1_%D8%A8%D9%87%D9%85%D9%86,<No English page found>,Iran's national football team competition with the Syrian national football team in the Asian Cup,,,,,,1.0,event,,,جمهوری اسلامی,Islamic Republic,"January 31, 2024","بهمن 11, 1402"
1402,11,12,پایان فعالیت پخش ماهواره‌ای شبکه تلویزیونی منوتو,"[{'text': 'ماه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87'}, {'text': 'منوتو', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86_%D9%85%D9%86%E2%80%8C%D9%88%D8%AA%D9%88'}]",2024,02,01,,,End of Monoto TV Satellite Broadcasting Activity,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"February 01, 2024","بهمن 12, 1402"
1402,11,14,رقابت ۱۴ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال ژاپن در جام ملت‌های آسیا ۲۰۲۳,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': '۴ بهمن', 'url': 'https://fa.wikipedia.org/wiki/%DB%B4_%D8%A8%D9%87%D9%85%D9%86'}]",2024,02,03,https://fa.wikipedia.org/wiki/%DB%B4_%D8%A8%D9%87%D9%85%D9%86,<No English page found>,February 7th Iranian Football Team with the Japanese Football Team in the Asian Cup,,,,,,1.0,event,,,جمهوری اسلامی,Islamic Republic,"February 03, 2024","بهمن 14, 1402"
1402,11,15,غضنفر آذرفر,,2024,02,04,https://fa.wikipedia.org/wiki/%D8%BA%D8%B6%D9%86%D9%81%D8%B1_%D8%A2%D8%B0%D8%B1%D9%81%D8%B1,<No English page found>,Ghazanfar Azarfar,,,,,,,death,سرتیپ دوم تکاور نیروی زمینی ارتش جمهوری اسلامی ایران,Brigadier General of the Army of the Islamic Republic of Iran Army,جمهوری اسلامی,Islamic Republic,"February 04, 2024","بهمن 15, 1402"
1402,11,16,سید محمد خادم حقیقت,,2024,02,05,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AE%D8%A7%D8%AF%D9%85_%D8%AD%D9%82%DB%8C%D9%82%D8%AA,<No English page found>,Seyyed Mohammad Khadem Haghighat,,,,,,,death,کشتی‌گیر، داور کشتی و مدیر ورزشی (زاده ۱۳۰۸),"Wrestler, Wrestling Referee and Sports Manager (born 2)",جمهوری اسلامی,Islamic Republic,"February 05, 2024","بهمن 16, 1402"
1402,11,18,رقابت ۱۸ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال قطر در جام ملت‌های آسیا ۲۰۲۳,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': '۸ بهمن', 'url': 'https://fa.wikipedia.org/wiki/%DB%B8_%D8%A8%D9%87%D9%85%D9%86'}]",2024,02,07,https://fa.wikipedia.org/wiki/%DB%B8_%D8%A8%D9%87%D9%85%D9%86,<No English page found>,Iran's national football team competition with Qatar national team in the Asian Cup,,,,,,1.0,event,,,جمهوری اسلامی,Islamic Republic,"February 07, 2024","بهمن 18, 1402"
1402,11,18,شکست تیم ملی فوتبال ایران از قطر در مرحله نیمه‌نهایی جام ملت‌های آسیا ۲۰۲۳.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'تیم ملی فوتبال ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%85_%D9%85%D9%84%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جام ملت\u200cهای آسیا ۲۰۲۳', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D9%85%D9%84%D8%AA%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A2%D8%B3%DB%8C%D8%A7_%DB%B2%DB%B0%DB%B2%DB%B3'}]",2024,02,07,https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%85_%D9%85%D9%84%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_national_football_team,Iran national football team,,,,,,1.0,event,,,جمهوری اسلامی,Islamic Republic,"February 07, 2024","بهمن 18, 1402"
1402,11,19,مسدود شدن حساب‌های کاربری سید علی خامنه‌ای در اینستاگرام و فیس‌بوک توسط متا پلتفرمز,"[{'text': 'سید علی خامنه\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C'}]",2024,02,08,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C,https://en.wikipedia.org/wiki/Ali_Khamenei,Ali Khamenei,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"February 08, 2024","بهمن 19, 1402"
1402,11,20,کلاهبرداری کوروش کمپانی با رقمی حدود ۲ هزار میلیارد تومان رسماً تأیید شد.,"[{'text': 'کلاهبرداری کوروش کمپانی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%84%D8%A7%D9%87%D8%A8%D8%B1%D8%AF%D8%A7%D8%B1%DB%8C_%DA%A9%D9%88%D8%B1%D9%88%D8%B4_%DA%A9%D9%85%D9%BE%D8%A7%D9%86%DB%8C'}]",2024,02,09,https://fa.wikipedia.org/wiki/%DA%A9%D9%84%D8%A7%D9%87%D8%A8%D8%B1%D8%AF%D8%A7%D8%B1%DB%8C_%DA%A9%D9%88%D8%B1%D9%88%D8%B4_%DA%A9%D9%85%D9%BE%D8%A7%D9%86%DB%8C,<No English page found>,Cyrus' fraud was officially approved by about $ 5 trillion.,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"February 09, 2024","بهمن 20, 1402"
1402,11,20,ایرج تنظیفی,,2024,02,09,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%AA%D9%86%D8%B8%DB%8C%D9%81%DB%8C,https://en.wikipedia.org/wiki/Iraj_Tanzifi,Iraj Tanzifi,,,,,,,death,نقاش و مجسمه‌ساز,Painter and sculptor,جمهوری اسلامی,Islamic Republic,"February 09, 2024","بهمن 20, 1402"
1402,11,20,محمدرضا خباز,,2024,02,09,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%AE%D8%A8%D8%A7%D8%B2,<No English page found>,Mohammad Reza Khabaz,,,,,,,death,نهمین استاندار استان خراسان شمالی,The ninth governor of North Khorasan Province,جمهوری اسلامی,Islamic Republic,"February 09, 2024","بهمن 20, 1402"
1402,11,28,نصب یک بنر رسمی جهت گزارش شکایت‌های مردم علیه کوروش کمپانی به پلیس پیشگیری فراجا,[],2024,02,17,,,Installing an official banner to report people's complaints against Cyrus the Company to the Police Prevention Police,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"February 17, 2024","بهمن 28, 1402"
1402,12,01,افشای اسناد قوه قضائیه جمهوری اسلامی ایران پس از حمله سایبری گروه عدالت علی.,[],2024,02,20,,,Documentation of the Judicial Documents of the Islamic Republic of Iran after the cyber attack of Ali's Justice Group.,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"February 20, 2024","اسفند 01, 1402"
