date_jalali,date_gregorian,title,title_english,category,persian_wiki_links,english_wiki_links,details,era_persian,era_english
1401-02-05,2022-04-25,محمدعلی اسلامی ندوشن,Mohammad-Ali Eslami Nodooshan,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D9%86%D8%AF%D9%88%D8%B4%D9%86,https://en.wikipedia.org/wiki/Mohammad-Ali_Eslami_Nodooshan,شاعر و نویسنده (زادهٔ ۱۳۰۷),جمهوری اسلامی,Islamic Republic
1401-02-15,2022-05-05,آغاز اعتراضات خوزستان,The start of Khuzestan's protests,event,,,,جمهوری اسلامی,Islamic Republic
1401-02-16,2022-05-06,آغاز اعتراضات کارگران ایران,Started by Iranian workers' protests,event,,,,جمهوری اسلامی,Islamic Republic
1401-02-16,2022-05-06,آغاز اعتراضات ۱۴۰۱ کارگران ایران,The start of the protests of the Iranian workers,event,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6%D8%A7%D8%AA_%DB%B1%DB%B4%DB%B0%DB%B1_%DA%A9%D8%A7%D8%B1%DA%AF%D8%B1%D8%A7%D9%86_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-02-22,2022-05-12,آغاز اعتراضات اردیبهشت ایران,The start of the May Iranian protests,event,,,,جمهوری اسلامی,Islamic Republic
1401-02-22,2022-05-12,بروز اعتراضات ۱۴۰۱ به گرانی‌ها در ایران,2022 Iranian food protests,event,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6%D8%A7%D8%AA_%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA_%DB%B1%DB%B4%DB%B0%DB%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/2022_Iranian_food_protests,,جمهوری اسلامی,Islamic Republic
1401-02-22,2022-05-12,صید عیسی دارایی,Jesus' fishing,death,https://fa.wikipedia.org/wiki/%D8%B5%DB%8C%D8%AF_%D8%B9%DB%8C%D8%B3%DB%8C_%D8%AF%D8%A7%D8%B1%D8%A7%DB%8C%DB%8C,<No English page found>,نماینده مجلس شورای اسلامی,جمهوری اسلامی,Islamic Republic
1401-02-25,2022-05-15,آغاز اعتراضات بازنشستگان تأمین اجتماعی,Starting Social Security Pension Protests,event,,,,جمهوری اسلامی,Islamic Republic
1401-02-25,2022-05-15,آغاز اعتراضات ۱۴۰۱ بازنشستگان تأمین اجتماعی,Social Security Retirees Starting Protests,event,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6%D8%A7%D8%AA_%DB%B1%DB%B4%DB%B0%DB%B1_%D8%A8%D8%A7%D8%B2%D9%86%D8%B4%D8%B3%D8%AA%DA%AF%D8%A7%D9%86_%D8%AA%D8%A3%D9%85%DB%8C%D9%86_%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%DB%8C,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-02-25,2022-05-15,عبدالله سامری,Abdullah Samari,death,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B3%D8%A7%D9%85%D8%B1%DB%8C,<No English page found>,نماینده حوزه انتخابیه خرمشهر در دوره نهم مجلس شورای اسلامی و دوره دهم مجلس شورای اسلامی,جمهوری اسلامی,Islamic Republic
1401-02-26,2022-05-16,سید عبدالله فاطمی‌نیا,Seyyed Abdollah Fateminia,death,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D9%81%D8%A7%D8%B7%D9%85%DB%8C%E2%80%8C%D9%86%DB%8C%D8%A7,https://en.wikipedia.org/wiki/Seyyed_Abdollah_Fateminia,آموزگار اخلاق,جمهوری اسلامی,Islamic Republic
1401-02-28,2022-05-18,تیراندازی بنیاد مستضعفان ایلام,Shooting of the Ilam Oppressed Foundation,event,,,,جمهوری اسلامی,Islamic Republic
1401-02-29,2022-05-19,عثمان محمدپرست,Osman Mohammad Parst,death,https://fa.wikipedia.org/wiki/%D8%B9%D8%AB%D9%85%D8%A7%D9%86_%D9%85%D8%AD%D9%85%D8%AF%D9%BE%D8%B1%D8%B3%D8%AA,<No English page found>,از نوازندگان دوتار ایران,جمهوری اسلامی,Islamic Republic
1401-02-29,2022-05-19,قاسم معماری,Qassem Architecture,death,https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D8%B3%D9%85_%D9%85%D8%B9%D9%85%D8%A7%D8%B1%DB%8C,<No English page found>,نماینده حوزه انتخابیه اهر و هریس در دوره ششم مجلس شورای اسلامی,جمهوری اسلامی,Islamic Republic
1401-03-00,2022-05-22,۲ خرداد:,June 1:,event,https://fa.wikipedia.org/wiki/%DB%B2_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-03-00,2022-05-22,فروریختن ساختمان متروپل در آبادان,Abadan building collapse,event,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%DB%8C%D8%AE%D8%AA%D9%86_%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86_%D9%85%D8%AA%D8%B1%D9%88%D9%BE%D9%84,https://en.wikipedia.org/wiki/Abadan_building_collapse,,جمهوری اسلامی,Islamic Republic
1401-03-00,2022-05-22,اعتراضات خرداد ۱۴۰۱ ایران,Iran's June protests,event,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6%D8%A7%D8%AA_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF_%DB%B1%DB%B4%DB%B0%DB%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-03-00,2022-05-22,۱۸ خرداد: سانحه قطار مشهد به یزد,2022 South Khorasan train derailment,event,https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%AD%D9%87_%D9%82%D8%B7%D8%A7%D8%B1_%D9%85%D8%B4%D9%87%D8%AF_%D8%A8%D9%87_%DB%8C%D8%B2%D8%AF,https://en.wikipedia.org/wiki/2022_South_Khorasan_train_derailment,,جمهوری اسلامی,Islamic Republic
1401-03-01,2022-05-22,حسن صیادخدایی,Hassan Sayyad Khodaei,death,https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%D8%AA%D9%87%E2%80%8C%D8%B4%D8%AF%D9%86_%D8%AD%D8%B3%D9%86_%D8%B5%DB%8C%D8%A7%D8%AF%D8%AE%D8%AF%D8%A7%DB%8C%DB%8C,https://en.wikipedia.org/wiki/Hassan_Sayyad_Khodaei,سرهنگ سپاه پاسداران انقلاب اسلامی,جمهوری اسلامی,Islamic Republic
1401-03-02,2022-05-23,فروریختن ساختمان متروپل,Abadan building collapse,event,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%DB%8C%D8%AE%D8%AA%D9%86_%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86_%D9%85%D8%AA%D8%B1%D9%88%D9%BE%D9%84,https://en.wikipedia.org/wiki/Abadan_building_collapse,,جمهوری اسلامی,Islamic Republic
1401-03-02,2022-05-23,آغاز اعتراضات خرداد ایران,The start of the June protests of Iran,event,,,,جمهوری اسلامی,Islamic Republic
1401-03-03,2022-05-24,حادثه ۳ خرداد فروند چنگدو جی-۷ نهاجا,The incident of June 6th Chengdo J-1,event,,,,جمهوری اسلامی,Islamic Republic
1401-03-15,2022-06-05,سرقت از بانک ملی شعبه دانشگاه تهران,"Melli Bank, University of Tehran Branch",event,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%86%DA%A9_%D9%85%D9%84%DB%8C_%D8%B4%D8%B9%D8%A8%D9%87_%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%AA%D9%87%D8%B1%D8%A7%D9%86,"https://en.wikipedia.org/wiki/Melli_Bank,_University_of_Tehran_Branch",,جمهوری اسلامی,Islamic Republic
1401-03-15,2022-06-05,سید محمود دعایی,Seyyed Mahmoud Da'ai,death,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AF%D8%B9%D8%A7%DB%8C%DB%8C,<No English page found>,روحانی و سیاستمدار,جمهوری اسلامی,Islamic Republic
1401-03-18,2022-06-08,سانحه قطار مشهد به یزد,2022 South Khorasan train derailment,event,https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%AD%D9%87_%D9%82%D8%B7%D8%A7%D8%B1_%D9%85%D8%B4%D9%87%D8%AF_%D8%A8%D9%87_%DB%8C%D8%B2%D8%AF,https://en.wikipedia.org/wiki/2022_South_Khorasan_train_derailment,,جمهوری اسلامی,Islamic Republic
1401-03-20,2022-06-10,انحلال باشگاه فوتبال برق شیراز,Bargh Shiraz F.C.,event,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B4%DA%AF%D8%A7%D9%87_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A8%D8%B1%D9%82_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2,https://en.wikipedia.org/wiki/Bargh_Shiraz_F.C.,,جمهوری اسلامی,Islamic Republic
1401-03-23,2022-06-13,انفجار کارخانه کربنات سدیم فیروزآباد,Explosion,event,https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1_%DA%A9%D8%A7%D8%B1%D8%AE%D8%A7%D9%86%D9%87_%DA%A9%D8%B1%D8%A8%D9%86%D8%A7%D8%AA_%D8%B3%D8%AF%DB%8C%D9%85_%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D8%A2%D8%A8%D8%A7%D8%AF,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-03-28,2022-06-18,حادثه ۲۸ خرداد فروند گرامن اف-۱۴ تام‌کت نهاجا,The incident of June 6th Grumman F-1 Tomcak Nahaja,event,https://fa.wikipedia.org/wiki/%DB%B8_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-04-11,2022-07-02,زمین‌لرزه‌های هرمزگان,Hormozgan earthquakes,event,,,,جمهوری اسلامی,Islamic Republic
1401-04-21,2022-07-12,اجرای کمپین حجاب، بی‌حجاب,Implementation of the hijab campaign,event,https://fa.wikipedia.org/wiki/%D8%AD%D8%AC%D8%A7%D8%A8%D8%8C_%D8%A8%DB%8C%E2%80%8C%D8%AD%D8%AC%D8%A7%D8%A8,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-04-24,2022-07-15,روح‌الله مفیدی,Ruhollah Mofidi,death,https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%85%D9%81%DB%8C%D8%AF%DB%8C,<No English page found>,بازیگر، چهره پرداز و نقاش,جمهوری اسلامی,Islamic Republic
1401-04-25,2022-07-16,اسماعیل شنگله,Ismail Shengleh,death,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%B4%D9%86%DA%AF%D9%84%D9%87,<No English page found>,بازیگر,جمهوری اسلامی,Islamic Republic
1401-04-28,2022-07-19,انتشار گزارش گشت بارداری در بیمارستان‌ها توسط الهه محمدی,Elaheh Mohammadi,event,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%87%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Elaheh_Mohammadi,,جمهوری اسلامی,Islamic Republic
1401-04-31,2022-07-22,سیل ۳۱ تیر استهبان استان فارس,Fars Province Flood,event,https://fa.wikipedia.org/wiki/%DB%B1_%D8%AA%DB%8C%D8%B1,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-05-00,2022-07-23,انحلال باشگاه فوتبال شهر خودرو مشهد,Shahr Khodro F.C.,event,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B4%DA%AF%D8%A7%D9%87_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%B4%D9%87%D8%B1_%D8%AE%D9%88%D8%AF%D8%B1%D9%88_%D9%85%D8%B4%D9%87%D8%AF,https://en.wikipedia.org/wiki/Shahr_Khodro_F.C.,,جمهوری اسلامی,Islamic Republic
1401-05-05,2022-07-27,منوچهر دوایی,Manouchehr Duai,death,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%AF%D9%88%D8%A7%DB%8C%DB%8C,<No English page found>,پزشک و یکی از اعضای فرهنگستان علوم پزشکی (زاده ۱۳۱۵),جمهوری اسلامی,Islamic Republic
1401-05-05,2022-07-27,حبیب‌الله صادقی,Habibullah Sadeghi,death,https://fa.wikipedia.org/wiki/%D8%AD%D8%A8%DB%8C%D8%A8%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%B5%D8%A7%D8%AF%D9%82%DB%8C,<No English page found>,نقاش (زاده ۱۳۳۶),جمهوری اسلامی,Islamic Republic
1401-05-06,2022-07-28,سیل ۶ مرداد امامزاده داوود تهران,"Flood of August 6, Tehran Davood",event,,,,جمهوری اسلامی,Islamic Republic
1401-05-06,2022-07-28,آغاز سیل تابستان ۱۴۰۱ چهارمحال و بختیاری,2022 Iranian floods,event,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D9%84_%DB%B1%DB%B4%DB%B0%DB%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/2022_Iranian_floods,,جمهوری اسلامی,Islamic Republic
1401-05-06,2022-07-28,امیراشرف آریان‌پور,Amir Ashraf Aryanpour,death,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%A7%D8%B4%D8%B1%D9%81_%D8%A2%D8%B1%DB%8C%D8%A7%D9%86%E2%80%8C%D9%BE%D9%88%D8%B1,<No English page found>,موسیقی‌دان,جمهوری اسلامی,Islamic Republic
1401-05-07,2022-07-29,عادل آذر,Adel Azar,death,https://fa.wikipedia.org/wiki/%D8%B9%D8%A7%D8%AF%D9%84_%D8%A2%D8%B0%D8%B1,<No English page found>,سیاستمدار، اقتصاددان، نماینده دور هفتم مجلس شورای اسلامی، رئیس پیشین مرکز آمار، دیوان محاسبات کشور و مشاور رئیس‌جمهور ایران,جمهوری اسلامی,Islamic Republic
1401-05-07,2022-07-29,حسین زاجکانیها,Hussein Zajakania,death,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B2%D8%A7%D8%AC%DA%A9%D8%A7%D9%86%DB%8C%D9%87%D8%A7,<No English page found>,نماینده پیشین مجلس,جمهوری اسلامی,Islamic Republic
1401-05-10,2022-08-01,علی‌اکبر عالم‌زاده,Ali Akbar Alamzadeh,death,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%B9%D8%A7%D9%84%D9%85%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87,<No English page found>,ریاضی‌دان و مترجم,جمهوری اسلامی,Islamic Republic
1401-05-11,2022-08-02,احمد گلشیری,Ahmad Golshiri,death,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%DA%AF%D9%84%D8%B4%DB%8C%D8%B1%DB%8C,<No English page found>,مترجم,جمهوری اسلامی,Islamic Republic
1401-05-14,2022-08-05,سیل تابستان چهارمحال و بختیاری.,Chaharmahal & Bakhtiari summer flood.,event,,,,جمهوری اسلامی,Islamic Republic
1401-05-19,2022-08-10,هوشنگ ابتهاج,Hushang Ebtehaj,death,https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%D9%86%DA%AF_%D8%A7%D8%A8%D8%AA%D9%87%D8%A7%D8%AC,https://en.wikipedia.org/wiki/Hushang_Ebtehaj,شاعر و پژوهشگر,جمهوری اسلامی,Islamic Republic
1401-05-20,2022-08-11,مسعود اسداللهی,Massoud Asadollahi,death,https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%B9%D9%88%D8%AF_%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87%DB%8C,<No English page found>,کارگردان,جمهوری اسلامی,Islamic Republic
1401-05-21,2022-08-12,حمله با چاقو به سلمان رشدی,Stabbing of Salman Rushdie,event,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D8%A8%D8%A7_%DA%86%D8%A7%D9%82%D9%88_%D8%A8%D9%87_%D8%B3%D9%84%D9%85%D8%A7%D9%86_%D8%B1%D8%B4%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Stabbing_of_Salman_Rushdie,,جمهوری اسلامی,Islamic Republic
1401-05-22,2022-08-13,برومند نجفی,Boroumand Najafi,death,https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF_%D9%86%D8%AC%D9%81%DB%8C,<No English page found>,محیط‌بان,جمهوری اسلامی,Islamic Republic
1401-05-25,2022-08-16,اعتراضات بحران آب چهارمحال و بختیاری,Chaharmahal & Bakhtiari water crisis protests,event,,,,جمهوری اسلامی,Islamic Republic
1401-05-25,2022-08-16,انتشار گزارش مجلس شورای اسلامی در مورد فساد ۹۲ هزار میلیارد تومانی فولاد مبارکه,Publishing the Islamic Consultative Assembly's report on corruption of 6 trillion tomans,event,https://fa.wikipedia.org/wiki/%D9%81%D8%B3%D8%A7%D8%AF_%DB%B9%DB%B2_%D9%87%D8%B2%D8%A7%D8%B1_%D9%85%DB%8C%D9%84%DB%8C%D8%A7%D8%B1%D8%AF_%D8%AA%D9%88%D9%85%D8%A7%D9%86%DB%8C_%D9%81%D9%88%D9%84%D8%A7%D8%AF_%D9%85%D8%A8%D8%A7%D8%B1%DA%A9%D9%87,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-05-25,2022-08-16,اعتراضات بحران آب ۱۴۰۱ چهارمحال و بختیاری,Chaharmahal & Bakhtiari Water Crisis Protests,event,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6%D8%A7%D8%AA_%D8%A8%D8%AD%D8%B1%D8%A7%D9%86_%D8%A2%D8%A8_%DB%B1%DB%B4%DB%B0%DB%B1_%DA%86%D9%87%D8%A7%D8%B1%D9%85%D8%AD%D8%A7%D9%84_%D9%88_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-05-28,2022-08-19,کیومرث عباسی,Kiomars Abbasi,death,https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88%D9%85%D8%B1%D8%AB_%D8%B9%D8%A8%D8%A7%D8%B3%DB%8C,<No English page found>,شاعر,جمهوری اسلامی,Islamic Republic
1401-05-31,2022-08-22,مهین افشان‌پور,Mahin Afshanpour,death,https://fa.wikipedia.org/wiki/%D9%85%D9%87%DB%8C%D9%86_%D8%A7%D9%81%D8%B4%D8%A7%D9%86%E2%80%8C%D9%BE%D9%88%D8%B1,<No English page found>,هنرمند و نگارگر (زاده ۱۳۲۰),جمهوری اسلامی,Islamic Republic
1401-05-31,2022-08-22,منوچهر اسماعیلی,Manouchehr Esmaeili,death,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84%DB%8C,https://en.wikipedia.org/wiki/Manouchehr_Esmaeili,دوبلور (زاده ۱۳۱۸),جمهوری اسلامی,Islamic Republic
1401-05-31,2022-08-22,منور رمضانی,Ramadan,death,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%D8%B1_%D8%B1%D9%85%D8%B6%D8%A7%D9%86%DB%8C,<No English page found>,‌ نقاش,جمهوری اسلامی,Islamic Republic
1401-06-00,2022-08-23,۲۸ شهریور:,September 1:,event,https://fa.wikipedia.org/wiki/%DB%B2%DB%B8_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-06-00,2022-08-23,آغاز اعتصابات سراسری ۱۴۰۱ ایران,The beginning of the Iranian -Iranian strikes,event,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA_%D8%B3%D8%B1%D8%A7%D8%B3%D8%B1%DB%8C_%DB%B1%DB%B4%DB%B0%DB%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-06-00,2022-08-23,آغاز اختلال گسترده اینترنت در ایران (۱۴۰۱),Starting an extensive Internet disorder in Iran (1),event,https://fa.wikipedia.org/wiki/%D8%A7%D8%AE%D8%AA%D9%84%D8%A7%D9%84_%DA%AF%D8%B3%D8%AA%D8%B1%D8%AF%D9%87_%D8%A7%DB%8C%D9%86%D8%AA%D8%B1%D9%86%D8%AA_%D8%AF%D8%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_(%DB%B1%DB%B4%DB%B0%DB%B1),<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-06-15,2022-09-06,آغاز اعتراضات خانواده‌های زندانیان محکوم به اعدام,Starting protests by prisoners' families sentenced to death,event,,,,جمهوری اسلامی,Islamic Republic
1401-06-15,2022-09-06,آغاز اعتراضات ۱۴۰۱ خانواده‌های زندانیان محکوم به اعدام,Protests in prisoners sentenced to death,event,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%B1%D8%A7%D8%B6%D8%A7%D8%AA_%DB%B1%DB%B4%DB%B0%DB%B1_%D8%AE%D8%A7%D9%86%D9%88%D8%A7%D8%AF%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%B2%D9%86%D8%AF%D8%A7%D9%86%DB%8C%D8%A7%D9%86_%D9%85%D8%AD%DA%A9%D9%88%D9%85_%D8%A8%D9%87_%D8%A7%D8%B9%D8%AF%D8%A7%D9%85,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-06-25,2022-09-16,ایران به عنوان عضو دائم سازمان همکاری شانگهای به رسمیت شناخته شد.,Shanghai Cooperation Organisation,event,https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%87%D9%85%DA%A9%D8%A7%D8%B1%DB%8C_%D8%B4%D8%A7%D9%86%DA%AF%D9%87%D8%A7%DB%8C,https://en.wikipedia.org/wiki/Shanghai_Cooperation_Organisation,,جمهوری اسلامی,Islamic Republic
1401-06-25,2022-09-16,انتشار گزارش از کسی نمی‌ترسیم؛ شکایت می‌کنیم توسط الهه محمدی,Elaheh Mohammadi,event,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%87%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Elaheh_Mohammadi,,جمهوری اسلامی,Islamic Republic
1401-06-25,2022-09-16,آغاز خیزش ایران,The beginning of the Iranian uprising,event,,,,جمهوری اسلامی,Islamic Republic
1401-06-25,2022-09-16,درگذشت مهسا امینی,Death of Mahsa Amini,event,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B3%D8%A7_%D8%A7%D9%85%DB%8C%D9%86%DB%8C,https://en.wikipedia.org/wiki/Mahsa_Amini,,جمهوری اسلامی,Islamic Republic
1401-06-25,2022-09-16,‌ مهسا امینی,Death of Mahsa Amini,death,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B3%D8%A7_%D8%A7%D9%85%DB%8C%D9%86%DB%8C,https://en.wikipedia.org/wiki/Mahsa_Amini,شهروند ایرانی,جمهوری اسلامی,Islamic Republic
1401-06-26,2022-09-17,خاکسپاری مهسا امینی,Funeral Mahsa Amini,event,https://fa.wikipedia.org/wiki/%D8%AE%D8%A7%DA%A9%D8%B3%D9%BE%D8%A7%D8%B1%DB%8C_%D9%85%D9%87%D8%B3%D8%A7_%D8%A7%D9%85%DB%8C%D9%86%DB%8C,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-06-26,2022-09-17,آغاز خیزش ۱۴۰۱ ایران,Mahsa Amini protests,event,https://fa.wikipedia.org/wiki/%D8%AE%DB%8C%D8%B2%D8%B4_%DB%B1%DB%B4%DB%B0%DB%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Mahsa_Amini_protests,,جمهوری اسلامی,Islamic Republic
1401-06-27,2022-09-18,انتشار گزارش یک وطن اندوه توسط الهه محمدی,Elaheh Mohammadi,event,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%87%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Elaheh_Mohammadi,,جمهوری اسلامی,Islamic Republic
1401-06-27,2022-09-18,آغاز جنبش دانشجویی ایران,The beginning of the Iranian student movement,event,,,,جمهوری اسلامی,Islamic Republic
1401-06-27,2022-09-18,حادثه ۲۷ شهریور فروند سوخو-۱۷ نهسا,September 5 incident Sukhoi-1 Nahsa,event,https://fa.wikipedia.org/wiki/%DB%B7_%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1,<No English page found>,,جمهوری اسلامی,Islamic Republic
1401-06-28,2022-09-19,آغاز اعتصابات سراسری ایران,Start of Iran's global strikes,event,,,,جمهوری اسلامی,Islamic Republic
1401-06-28,2022-09-19,آغاز قطعی اینترنت در ایران,Definitive start of the Internet in Iran,event,,,,جمهوری اسلامی,Islamic Republic
1401-06-28,2022-09-19,فریدون محمودی,Fereydoon Mahmoudi,death,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D9%85%D8%AD%D9%85%D9%88%D8%AF%DB%8C,<No English page found>,از کشته‌شدگان خیزش ۱۴۰۱ ایران,جمهوری اسلامی,Islamic Republic
1401-06-29,2022-09-20,انتشار گزارش اضطراب ارشاد توسط الهه محمدی,Elaheh Mohammadi,event,https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%87%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Elaheh_Mohammadi,,جمهوری اسلامی,Islamic Republic
1401-06-30,2022-09-21,بازداشت نیلوفر حامدی توسط نیروهای امنیتی ایران,Niloofar Hamedi,event,https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D9%84%D9%88%D9%81%D8%B1_%D8%AD%D8%A7%D9%85%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Niloofar_Hamedi,,جمهوری اسلامی,Islamic Republic
1401-06-30,2022-09-21,حدیث نجفی,Death of Hadis Najafi,death,https://fa.wikipedia.org/wiki/%D8%AD%D8%AF%DB%8C%D8%AB_%D9%86%D8%AC%D9%81%DB%8C,https://en.wikipedia.org/wiki/Death_of_Hadis_Najafi,از جان‌باختگان اعتراضات سراسری ۱۴۰۱ ایران,جمهوری اسلامی,Islamic Republic
