year,month,day,person,details,link,person_link
۱۴۰۱ ,8,24,امید مؤیدی زارع,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'امید مؤیدی زارع', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%AF_%D9%85%D8%A4%DB%8C%D8%AF%DB%8C_%D8%B2%D8%A7%D8%B1%D8%B9'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%AF_%D9%85%D8%A4%DB%8C%D8%AF%DB%8C_%D8%B2%D8%A7%D8%B1%D8%B9
۱۴۰۱ ,8,24,سپهر اسماعیلی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'سپهر اسماعیلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%BE%D9%87%D8%B1_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%D9%BE%D9%87%D8%B1_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84%DB%8C
۱۲۹۳ ,8,25,ستارخان,از سرداران جنبش مشروطه ایران,"[{'text': 'ستارخان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%AA%D8%A7%D8%B1%D8%AE%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B3%D8%AA%D8%A7%D8%B1%D8%AE%D8%A7%D9%86
۱۳۷۷ ,8,25,محمدتقی جعفری,فیلسوف,"[{'text': 'محمدتقی جعفری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%AC%D8%B9%D9%81%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%AC%D8%B9%D9%81%D8%B1%DB%8C
۱۳۹۶ ,8,25,محمد پورستار,بازیگر,"[{'text': 'محمد پورستار', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%BE%D9%88%D8%B1%D8%B3%D8%AA%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%BE%D9%88%D8%B1%D8%B3%D8%AA%D8%A7%D8%B1
۱۳۹۸ ,8,25,نیکتا اسفندانی,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'اسفند', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%81%D9%86%D8%AF'}, {'text': 'نیکتا اسفندانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%DA%A9%D8%AA%D8%A7_%D8%A7%D8%B3%D9%81%D9%86%D8%AF%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%DB%8C%DA%A9%D8%AA%D8%A7_%D8%A7%D8%B3%D9%81%D9%86%D8%AF%D8%A7%D9%86%DB%8C
۱۳۹۸ ,8,25,آرشام ابراهیمی,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'آرشام ابراهیمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%B4%D8%A7%D9%85_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%B4%D8%A7%D9%85_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85%DB%8C
۱۳۹۸ ,8,25,پویا بختیاری,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'پویا بختیاری', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%88%DB%8C%D8%A7_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%BE%D9%88%DB%8C%D8%A7_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1%DB%8C
۱۳۹۸ ,8,25,فرزاد انصاری‌فر,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'فرزاد انصاری\u200cفر', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B2%D8%A7%D8%AF_%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%DB%8C%E2%80%8C%D9%81%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B2%D8%A7%D8%AF_%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%DB%8C%E2%80%8C%D9%81%D8%B1
۱۳۹۸ ,8,25,علیرضا انجوی,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'علیرضا انجوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D8%A7%D9%86%D8%AC%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D8%A7%D9%86%D8%AC%D9%88%DB%8C
۱۳۹۸ ,8,25,محمد حشم‌دار,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'محمد حشم\u200cدار', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D8%B4%D9%85%E2%80%8C%D8%AF%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D8%B4%D9%85%E2%80%8C%D8%AF%D8%A7%D8%B1
۱۳۹۸ ,8,25,ابراهیم کتابدار,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'ابراهیم کتابدار', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%DA%A9%D8%AA%D8%A7%D8%A8%D8%AF%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%DA%A9%D8%AA%D8%A7%D8%A8%D8%AF%D8%A7%D8%B1
۱۳۹۸ ,8,25,آزاده ضربی,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'آزاده ضربی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B2%D8%A7%D8%AF%D9%87_%D8%B6%D8%B1%D8%A8%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A2%D8%B2%D8%A7%D8%AF%D9%87_%D8%B6%D8%B1%D8%A8%DB%8C
۱۳۹۸ ,8,25,مهدی نیکویی,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مهدی نیکویی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D9%86%DB%8C%DA%A9%D9%88%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D9%86%DB%8C%DA%A9%D9%88%DB%8C%DB%8C
۱۳۹۸ ,8,25,امیررضا عبداللهی,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'امیررضا عبداللهی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%B1%D8%B6%D8%A7_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%B1%D8%B6%D8%A7_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87%DB%8C
۱۳۹۸ ,8,25,محمد داستان‌خواه,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'محمد داستان\u200cخواه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AF%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%E2%80%8C%D8%AE%D9%88%D8%A7%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AF%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%E2%80%8C%D8%AE%D9%88%D8%A7%D9%87
۱۳۹۸ ,8,25,محسن محمدپور,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'محسن محمدپور', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%85%D8%AD%D9%85%D8%AF%D9%BE%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%85%D8%AD%D9%85%D8%AF%D9%BE%D9%88%D8%B1
۱۳۹۸ ,8,25,سجاد رضایی,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'سجاد رضایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%AC%D8%A7%D8%AF_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%D8%AC%D8%A7%D8%AF_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C
۱۳۹۸ ,8,25,محسن کرمی‌نیا,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'محسن کرمی\u200cنیا', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%DA%A9%D8%B1%D9%85%DB%8C%E2%80%8C%D9%86%DB%8C%D8%A7'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%DA%A9%D8%B1%D9%85%DB%8C%E2%80%8C%D9%86%DB%8C%D8%A7
۱۳۹۸ ,8,25,مینا شیخی,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'مینا شیخی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D9%86%D8%A7_%D8%B4%DB%8C%D8%AE%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D9%86%D8%A7_%D8%B4%DB%8C%D8%AE%DB%8C
۱۴۰۱ ,8,25,ناصر تکمیل همایون,جامعه‌شناس و از اعضای جبهه ملی ایران,"[{'text': 'ناصر تکمیل همایون', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D8%AA%DA%A9%D9%85%DB%8C%D9%84_%D9%87%D9%85%D8%A7%DB%8C%D9%88%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D8%AA%DA%A9%D9%85%DB%8C%D9%84_%D9%87%D9%85%D8%A7%DB%8C%D9%88%D9%86
۱۴۰۱ ,8,25,کیان پیرفلک,از کشته‌شدگان حمله به بازار ایذه,"[{'text': 'کیان پیرفلک', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D8%A7%D9%86_%D9%BE%DB%8C%D8%B1%D9%81%D9%84%DA%A9'}]",https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D8%A7%D9%86_%D9%BE%DB%8C%D8%B1%D9%81%D9%84%DA%A9
۱۴۰۱ ,8,25,سپهر مقصودی,از کشته‌شدگان حمله به بازار ایذه,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",
۱۴۰۱ ,8,25,آیلار حقی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'آیلار حقی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%DB%8C%D9%84%D8%A7%D8%B1_%D8%AD%D9%82%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A2%DB%8C%D9%84%D8%A7%D8%B1_%D8%AD%D9%82%DB%8C
۱۴۰۱ ,8,25,دانیال پابندی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'دانیال پابندی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%DB%8C%D8%A7%D9%84_%D9%BE%D8%A7%D8%A8%D9%86%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%DB%8C%D8%A7%D9%84_%D9%BE%D8%A7%D8%A8%D9%86%D8%AF%DB%8C
۱۴۰۱ ,8,25,برهان کرمی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,[],
۱۴۰۱ ,8,25,علی عباسی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,[],
۱۳۴۷ ,8,26,ابراهیم پورداوود,ایران‌شناس معاصر، اوستاشناس، نخستین مترجم فارسی اوستا و استاد فرهنگ ایران باستان و زبان اوستایی در دانشگاه تهران,"[{'text': 'ابراهیم پورداوود', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D9%BE%D9%88%D8%B1%D8%AF%D8%A7%D9%88%D9%88%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D9%BE%D9%88%D8%B1%D8%AF%D8%A7%D9%88%D9%88%D8%AF
۱۳۸۶ ,8,26,حامد دامنی,نماینده مجلس و روحانی اهل سنت ایرانی,"[{'text': 'حامد دامنی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D9%85%D8%AF_%D8%AF%D8%A7%D9%85%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D9%85%D8%AF_%D8%AF%D8%A7%D9%85%D9%86%DB%8C
۱۳۹۸ ,8,26,برهان منصورنیا,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'برهان منصورنیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D9%87%D8%A7%D9%86_%D9%85%D9%86%D8%B5%D9%88%D8%B1%D9%86%DB%8C%D8%A7'}]",https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%D9%87%D8%A7%D9%86_%D9%85%D9%86%D8%B5%D9%88%D8%B1%D9%86%DB%8C%D8%A7
۱۳۹۸ ,8,26,نوید بهبودی,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'نوید بهبودی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%DB%8C%D8%AF_%D8%A8%D9%87%D8%A8%D9%88%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D9%88%DB%8C%D8%AF_%D8%A8%D9%87%D8%A8%D9%88%D8%AF%DB%8C
۱۳۹۸ ,8,26,ناصر رضایی,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'ناصر رضایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C
۱۳۹۸ ,8,26,فرهاد مجدم,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'فرهاد مجدم', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D9%85%D8%AC%D8%AF%D9%85'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D9%85%D8%AC%D8%AF%D9%85
۱۳۹۸ ,8,26,وحید دامور,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'وحید دامور', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%AD%DB%8C%D8%AF_%D8%AF%D8%A7%D9%85%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%88%D8%AD%DB%8C%D8%AF_%D8%AF%D8%A7%D9%85%D9%88%D8%B1
۱۳۹۸ ,8,26,فرشاد حاجی‌پور میلاسی,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'فرشاد حاجی\u200cپور میلاسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B4%D8%A7%D8%AF_%D8%AD%D8%A7%D8%AC%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1_%D9%85%DB%8C%D9%84%D8%A7%D8%B3%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B4%D8%A7%D8%AF_%D8%AD%D8%A7%D8%AC%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1_%D9%85%DB%8C%D9%84%D8%A7%D8%B3%DB%8C
۱۳۹۸ ,8,26,محمدجواد عابدی,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدجواد عابدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D9%88%D8%A7%D8%AF_%D8%B9%D8%A7%D8%A8%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D9%88%D8%A7%D8%AF_%D8%B9%D8%A7%D8%A8%D8%AF%DB%8C
۱۳۹۸ ,8,26,پوریا ناصری‌خواه,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'پوریا ناصری\u200cخواه', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%B1%DB%8C%D8%A7_%D9%86%D8%A7%D8%B5%D8%B1%DB%8C%E2%80%8C%D8%AE%D9%88%D8%A7%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%B1%DB%8C%D8%A7_%D9%86%D8%A7%D8%B5%D8%B1%DB%8C%E2%80%8C%D8%AE%D9%88%D8%A7%D9%87
۱۳۹۸ ,8,26,کمال فرجی,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'کمال فرجی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%85%D8%A7%D9%84_%D9%81%D8%B1%D8%AC%DB%8C'}]",https://fa.wikipedia.org/wiki/%DA%A9%D9%85%D8%A7%D9%84_%D9%81%D8%B1%D8%AC%DB%8C
۱۳۹۸ ,8,26,رضا معظمی گودرزی,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'رضا معظمی گودرزی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%85%D8%B9%D8%B8%D9%85%DB%8C_%DA%AF%D9%88%D8%AF%D8%B1%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%85%D8%B9%D8%B8%D9%85%DB%8C_%DA%AF%D9%88%D8%AF%D8%B1%D8%B2%DB%8C
۱۳۹۸ ,8,26,ساسان عیدی‌وندی,، یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'ساسان عیدی\u200cوندی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B3%D8%A7%D9%86_%D8%B9%DB%8C%D8%AF%DB%8C%E2%80%8C%D9%88%D9%86%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B3%D8%A7%D9%86_%D8%B9%DB%8C%D8%AF%DB%8C%E2%80%8C%D9%88%D9%86%D8%AF%DB%8C
۱۳۹۸ ,8,26,پژمان قلی‌پور ملاطی,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'پژمان قلی\u200cپور ملاطی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%DA%98%D9%85%D8%A7%D9%86_%D9%82%D9%84%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%BE%DA%98%D9%85%D8%A7%D9%86_%D9%82%D9%84%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1
۱۳۹۸ ,8,26,امیر الوندی‌مهر,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'امیر الوندی\u200cمهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1_%D8%A7%D9%84%D9%88%D9%86%D8%AF%DB%8C%E2%80%8C%D9%85%D9%87%D8%B1'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1_%D8%A7%D9%84%D9%88%D9%86%D8%AF%DB%8C%E2%80%8C%D9%85%D9%87%D8%B1
۱۳۹۸ ,8,26,بهمن جعفری,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': 'بهمن جعفری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86_%D8%AC%D8%B9%D9%81%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86_%D8%AC%D8%B9%D9%81%D8%B1%DB%8C
۱۳۹۸ ,8,26,محمد طاهری,یکی از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,[],
۱۳۹۸ ,8,26,مهرداد معین‌فر,یکی از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'مهرداد معین\u200cفر', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%AF%D8%A7%D8%AF_%D9%85%D8%B9%DB%8C%D9%86%E2%80%8C%D9%81%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%AF%D8%A7%D8%AF_%D9%85%D8%B9%DB%8C%D9%86%E2%80%8C%D9%81%D8%B1
۱۴۰۰ ,8,26,محسن مجتهد شبستری,نماینده ولی فقیه در استان آذربایجان شرقی,"[{'text': 'محسن مجتهد شبستری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%85%D8%AC%D8%AA%D9%87%D8%AF_%D8%B4%D8%A8%D8%B3%D8%AA%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%85%D8%AC%D8%AA%D9%87%D8%AF_%D8%B4%D8%A8%D8%B3%D8%AA%D8%B1%DB%8C
۸۷۱ ,8,27,جامی,شاعر,"[{'text': 'جامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%DB%8C
۱۳۶۶ ,8,27,مظفر بقائی,بنیان‌گذار حزب زحمت‌کشان ملت ایران,"[{'text': 'مظفر بقائی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B8%D9%81%D8%B1_%D8%A8%D9%82%D8%A7%D8%A6%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B8%D9%81%D8%B1_%D8%A8%D9%82%D8%A7%D8%A6%DB%8C
۱۳۸۰ ,8,27,سید خلیل عالی‌نژاد,خواننده,"[{'text': 'سید خلیل عالی\u200cنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AE%D9%84%DB%8C%D9%84_%D8%B9%D8%A7%D9%84%DB%8C%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AE%D9%84%DB%8C%D9%84_%D8%B9%D8%A7%D9%84%DB%8C%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF
۱۳۸۵ ,8,27,عبدالعلی همایون,بازیگر,"[{'text': 'عبدالعلی همایون', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D9%84%DB%8C_%D9%87%D9%85%D8%A7%DB%8C%D9%88%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D9%84%DB%8C_%D9%87%D9%85%D8%A7%DB%8C%D9%88%D9%86
۱۳۹۵ ,8,27,مرضیه حدیدچی,نخستین فرمانده زن سپاه پاسداران انقلاب اسلامی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مرضیه حدیدچی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%B6%DB%8C%D9%87_%D8%AD%D8%AF%DB%8C%D8%AF%DA%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%B6%DB%8C%D9%87_%D8%AD%D8%AF%DB%8C%D8%AF%DA%86%DB%8C
۱۳۹۶ ,8,27,رسول مهرپرور,نماینده حوزه انتخابیه درگز در دوره ششم مجلس شورای اسلامی,"[{'text': 'رسول مهرپرور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D9%88%D9%84_%D9%85%D9%87%D8%B1%D9%BE%D8%B1%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D9%88%D9%84_%D9%85%D9%87%D8%B1%D9%BE%D8%B1%D9%88%D8%B1
۱۴۰۰ ,8,27,اردشیر زاهدی,آخرین سفیر ایران در ایالات متحده آمریکا در زمان پادشاهی محمدرضا پهلوی,"[{'text': 'اردشیر زاهدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D8%B4%DB%8C%D8%B1_%D8%B2%D8%A7%D9%87%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D8%B4%DB%8C%D8%B1_%D8%B2%D8%A7%D9%87%D8%AF%DB%8C
۱۴۰۱ ,8,27,حمیدرضا روحی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'حمیدرضا روحی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B1%D9%88%D8%AD%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B1%D9%88%D8%AD%DB%8C
۱۵ ,8,28,رستم فرخ‌هرمز,اسپهبد آذربادگان و پارت در زمان شاهی یزدگرد سوم,"[{'text': 'رستم فرخ\u200cهرمز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D8%AA%D9%85_%D9%81%D8%B1%D8%AE%E2%80%8C%D9%87%D8%B1%D9%85%D8%B2'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D8%AA%D9%85_%D9%81%D8%B1%D8%AE%E2%80%8C%D9%87%D8%B1%D9%85%D8%B2
