year,month,day,person,details,link,person_link,year_gregorian,month_gregorian,day_gregorian,person_link_english,person_name_english
1402,6,28,ابراهیم کیهانی,کارگردان,"[{'text': 'ابراهیم کیهانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%DA%A9%DB%8C%D9%87%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%DA%A9%DB%8C%D9%87%D8%A7%D9%86%DB%8C,2023,9,19,<No English page found>,Abraham Kayhani
1402,6,31,نعمت احمدی,حقوق‌دان و وکیل دادگستری,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'نعمت احمدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B9%D9%85%D8%AA_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%B9%D9%85%D8%AA_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C,2023,9,22,<No English page found>,Ahmadi's blessings
1402,7,5,امرالله صابری,بازیگر,"[{'text': 'امرالله صابری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D8%B5%D8%A7%D8%A8%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D8%B5%D8%A7%D8%A8%D8%B1%DB%8C,2023,9,27,<No English page found>,Amrullah Saberi
1402,7,14,آتیلا پسیانی,بازیگر,"[{'text': 'آتیلا پسیانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%DB%8C%D9%84%D8%A7_%D9%BE%D8%B3%DB%8C%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%DB%8C%D9%84%D8%A7_%D9%BE%D8%B3%DB%8C%D8%A7%D9%86%DB%8C,2023,10,6,https://en.wikipedia.org/wiki/Atila_Pesyani,Atila Pesyani
1402,7,16,محمدکاظم صبوری,نماینده دوره نخست مجلس شورای اسلامی از حوزه انتخابیه شیروان,"[{'text': 'محمدکاظم صبوری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%DA%A9%D8%A7%D8%B8%D9%85_%D8%B5%D8%A8%D9%88%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%DA%A9%D8%A7%D8%B8%D9%85_%D8%B5%D8%A8%D9%88%D8%B1%DB%8C,2023,10,8,<No English page found>,Mohammad Kazem Sabouri
1402,7,20,میر شمس‌الدین ادیب‌سلطانی,نویسنده و پزشک,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'میر شمس\u200cالدین ادیب\u200cسلطانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1_%D8%B4%D9%85%D8%B3%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A7%D8%AF%DB%8C%D8%A8%E2%80%8C%D8%B3%D9%84%D8%B7%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1_%D8%B4%D9%85%D8%B3%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A7%D8%AF%DB%8C%D8%A8%E2%80%8C%D8%B3%D9%84%D8%B7%D8%A7%D9%86%DB%8C,2023,10,12,https://en.wikipedia.org/wiki/Mir_Shamsuddin_Adib-Soltani,Mir Shamsuddin Adib-Soltani
1402,7,22,داریوش مهرجویی,فیلم‌ساز و نویسنده (زاده ۱۳۱۸),"[{'text': 'داریوش مهرجویی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%D9%85%D9%87%D8%B1%D8%AC%D9%88%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%D9%85%D9%87%D8%B1%D8%AC%D9%88%DB%8C%DB%8C,2023,10,14,https://en.wikipedia.org/wiki/Dariush_Mehrjui,Dariush Mehrjui
1402,7,22,وحیده محمدی‌فر,فیلمنامه نویس، دستیار کارگردان، همسر داریوش مهرجویی (زاده ۱۳۴۷),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'وحیده محمدی\u200cفر', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%AD%DB%8C%D8%AF%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C%E2%80%8C%D9%81%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%88%D8%AD%DB%8C%D8%AF%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C%E2%80%8C%D9%81%D8%B1,2023,10,14,<No English page found>,Wahida Mohammadifar
1402,7,28,فاضل گلپایگانی,نماینده استان تهران در دوره پنجم مجلس خبرگان رهبری,"[{'text': 'فاضل گلپایگانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B6%D9%84_%DA%AF%D9%84%D9%BE%D8%A7%DB%8C%DA%AF%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B6%D9%84_%DA%AF%D9%84%D9%BE%D8%A7%DB%8C%DA%AF%D8%A7%D9%86%DB%8C,2023,10,20,<No English page found>,Fazel Golpayegani
1402,8,1,حمید سیدمهدوی اقدم,نماینده حوزه انتخابیه تبریز در دوره ششم مجلس شورای اسلامی,"[{'text': 'حمید سیدمهدوی اقدم', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%B3%DB%8C%D8%AF%D9%85%D9%87%D8%AF%D9%88%DB%8C_%D8%A7%D9%82%D8%AF%D9%85'}]",https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%B3%DB%8C%D8%AF%D9%85%D9%87%D8%AF%D9%88%DB%8C_%D8%A7%D9%82%D8%AF%D9%85,2023,10,23,<No English page found>,Hamid Seyyed Mahdavi Aghdam
1402,8,2,لیلی افشار,نوازنده گیتار کلاسیک,"[{'text': 'لیلی افشار', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%84%DB%8C_%D8%A7%D9%81%D8%B4%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%84%DB%8C_%D8%A7%D9%81%D8%B4%D8%A7%D8%B1,2023,10,24,https://en.wikipedia.org/wiki/Lily_Afshar,Lily Afshar
1402,8,6,آرمیتا گراوند,از شهروندان ایران,"[{'text': 'آرمیتا گراوند', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D9%85%DB%8C%D8%AA%D8%A7_%DA%AF%D8%B1%D8%A7%D9%88%D9%86%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D9%85%DB%8C%D8%AA%D8%A7_%DA%AF%D8%B1%D8%A7%D9%88%D9%86%D8%AF,2023,10,28,https://en.wikipedia.org/wiki/Death_of_Armita_Geravand,Death of Armita Geravand
1402,8,9,محمد کلباسی,داستان‌نویس,"[{'text': 'محمد کلباسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%DA%A9%D9%84%D8%A8%D8%A7%D8%B3%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%DA%A9%D9%84%D8%A8%D8%A7%D8%B3%DB%8C,2023,10,31,<No English page found>,Mohammad Kalbasi
1402,8,13,اکبر گلپا,خواننده,"[{'text': 'اکبر گلپا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%DA%AF%D9%84%D9%BE%D8%A7%DB%8C%DA%AF%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%DA%AF%D9%84%D9%BE%D8%A7%DB%8C%DA%AF%D8%A7%D9%86%DB%8C,2023,11,4,https://en.wikipedia.org/wiki/Akbar_Golpayegani,Akbar Golpayegani
1402,8,21,داوود هرمیداس باوند,رئیس هیئت رهبری و سخنگوی جبهه ملی ایران (سامان ششم),"[{'text': 'داوود هرمیداس باوند', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%88%D9%88%D8%AF_%D9%87%D8%B1%D9%85%DB%8C%D8%AF%D8%A7%D8%B3_%D8%A8%D8%A7%D9%88%D9%86%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%88%D9%88%D8%AF_%D9%87%D8%B1%D9%85%DB%8C%D8%AF%D8%A7%D8%B3_%D8%A8%D8%A7%D9%88%D9%86%D8%AF,2023,11,12,https://en.wikipedia.org/wiki/Davoud_Hermidas-Bavand,Davoud Hermidas-Bavand
1402,8,28,باقر مؤمنی,پژوهشگر علوم سیاسی و فعال سیاسی چپ‌گرا,"[{'text': 'باقر مؤمنی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%82%D8%B1_%D9%85%D8%A4%D9%85%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%82%D8%B1_%D9%85%D8%A4%D9%85%D9%86%DB%8C,2023,11,19,<No English page found>,Baqir Momeni
1402,9,4,بیتا فرهی,بازیگر,"[{'text': 'بیتا فرهی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%D8%AA%D8%A7_%D9%81%D8%B1%D9%87%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%D8%AA%D8%A7_%D9%81%D8%B1%D9%87%DB%8C,2023,11,25,https://en.wikipedia.org/wiki/Bita_Farrahi,Bita Farrahi
1402,9,25,علی نظمی تبریزی,شاعر و ادیب,"[{'text': 'علی نظمی تبریزی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D9%85%DB%8C_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D9%85%DB%8C_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2%DB%8C,2023,12,16,https://en.wikipedia.org/wiki/%D9%86%D8%B8%D9%85%DB%8C_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2%DB%8C,<No English name found>
1402,9,26,رضا صفایی‌پور,بازیگر,"[{'text': 'رضا صفایی\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B5%D9%81%D8%A7%DB%8C%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B5%D9%81%D8%A7%DB%8C%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1,2023,12,17,<No English page found>,Reza Safaipour
1402,9,28,توران مهرزاد,بازیگر تئاتر، دوبلور و گوینده رادیو,"[{'text': 'توران مهرزاد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D8%B1%D8%A7%D9%86_%D9%85%D9%87%D8%B1%D8%B2%D8%A7%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D8%B1%D8%A7%D9%86_%D9%85%D9%87%D8%B1%D8%B2%D8%A7%D8%AF,2023,12,19,<No English page found>,Turan Mehrzad
1402,9,29,سمیرا سبزیان‌فرد,از شهروندان ایران,"[{'text': 'سمیرا سبزیان\u200cفرد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%85%DB%8C%D8%B1%D8%A7_%D8%B3%D8%A8%D8%B2%DB%8C%D8%A7%D9%86%E2%80%8C%D9%81%D8%B1%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%B3%D9%85%DB%8C%D8%B1%D8%A7_%D8%B3%D8%A8%D8%B2%DB%8C%D8%A7%D9%86%E2%80%8C%D9%81%D8%B1%D8%AF,2023,12,20,<No English page found>,Samira Sabzian
1402,9,30,ابوالقاسم رحمانی,نماینده حوزه انتخابیه اقلید در دوره هشتم مجلس شورای اسلامی,"[{'text': 'ابوالقاسم رحمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85_%D8%B1%D8%AD%D9%85%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85_%D8%B1%D8%AD%D9%85%D8%A7%D9%86%DB%8C,2023,12,21,<No English page found>,Abolghasem Rahmani
1402,10,11,کامیلا باتمانقلیچ,روان‌شناس و نیکوکار,"[{'text': 'کامیلا باتمانقلیچ', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%85%DB%8C%D9%84%D8%A7_%D8%A8%D8%A7%D8%AA%D9%85%D8%A7%D9%86%D9%82%D9%84%DB%8C%DA%86'}]",https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%85%DB%8C%D9%84%D8%A7_%D8%A8%D8%A7%D8%AA%D9%85%D8%A7%D9%86%D9%82%D9%84%DB%8C%DA%86,2024,1,1,https://en.wikipedia.org/wiki/Camila_Batmanghelidjh,Camila Batmanghelidjh
1402,11,3,محمد قبادلو,از بازداشت‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'محمد قبادلو', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%82%D8%A8%D8%A7%D8%AF%D9%84%D9%88'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%82%D8%A8%D8%A7%D8%AF%D9%84%D9%88,2024,1,23,https://en.wikipedia.org/wiki/Execution_of_Mohammad_Ghobadlou,Execution of Mohammad Ghobadlou
1402,11,3,فرهاد سلیمی,زندانی عقیدتی,"[{'text': 'فرهاد سلیمی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D8%B3%D9%84%DB%8C%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D8%B3%D9%84%DB%8C%D9%85%DB%8C,2024,1,23,<No English page found>,Farhad Salimi
1402,11,3,علی ارومیان,نماینده استان آذربایجان شرقی در دوره دوم مجلس خبرگان رهبری و دوره سوم مجلس خبرگان رهبری,"[{'text': 'علی ارومیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D8%B1%D9%88%D9%85%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D8%B1%D9%88%D9%85%DB%8C%D8%A7%D9%86,2024,1,23,https://en.wikipedia.org/wiki/Ali_Orumian,Ali Orumian
1402,11,5,ایرج جمشیدی,روزنامه‌نگار و فعال سیاسی,"[{'text': 'ایرج جمشیدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%AC%D9%85%D8%B4%DB%8C%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%AC%D9%85%D8%B4%DB%8C%D8%AF%DB%8C,2024,1,25,<No English page found>,Iraj Jamshidi
1402,11,15,غضنفر آذرفر,سرتیپ دوم تکاور نیروی زمینی ارتش جمهوری اسلامی ایران,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'غضنفر آذرفر', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D8%B6%D9%86%D9%81%D8%B1_%D8%A2%D8%B0%D8%B1%D9%81%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%BA%D8%B6%D9%86%D9%81%D8%B1_%D8%A2%D8%B0%D8%B1%D9%81%D8%B1,2024,2,4,<No English page found>,Ghazanfar Azarfar
1402,11,20,ایرج تنظیفی,نقاش و مجسمه‌ساز,"[{'text': 'ایرج تنظیفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%AA%D9%86%D8%B8%DB%8C%D9%81%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%AA%D9%86%D8%B8%DB%8C%D9%81%DB%8C,2024,2,9,https://en.wikipedia.org/wiki/Iraj_Tanzifi,Iraj Tanzifi
1402,11,20,محمدرضا خباز,نهمین استاندار استان خراسان شمالی,"[{'text': 'محمدرضا خباز', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%AE%D8%A8%D8%A7%D8%B2'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%AE%D8%A8%D8%A7%D8%B2,2024,2,9,<No English page found>,Mohammad Reza Khabaz
1402,12,1,عبدالقائم شوشتری,برادر بزرگ محمداسماعیل شوشتری,"[{'text': 'عبدالقائم شوشتری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%82%D8%A7%D8%A6%D9%85_%D8%B4%D9%88%D8%B4%D8%AA%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%82%D8%A7%D8%A6%D9%85_%D8%B4%D9%88%D8%B4%D8%AA%D8%B1%DB%8C,2024,2,20,<No English page found>,Abdul Qaem Shushtari
1402,12,3,پردیس افکاری,بازیگر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'پردیس افکاری', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D8%AF%DB%8C%D8%B3_%D8%A7%D9%81%DA%A9%D8%A7%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D8%AF%DB%8C%D8%B3_%D8%A7%D9%81%DA%A9%D8%A7%D8%B1%DB%8C,2024,2,22,<No English page found>,Campus Thought
1402,12,12,محمد امامی کاشانی,نماینده استان تهران در دوره پنجم مجلس خبرگان رهبری,"[{'text': 'محمد امامی کاشانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%85%D8%A7%D9%85%DB%8C_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%85%D8%A7%D9%85%DB%8C_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C,2024,3,2,https://en.wikipedia.org/wiki/Mohammed_Emami-Kashani,Mohammed Emami-Kashani
1402,12,14,مصطفی‌قلی خسروی,چهارمین رئیس اتحادیه مشاوران املاک تهران، از اعضای گارد جاویدان پهلوی و ملقب به پدر املاک ایران,"[{'text': 'مصطفی\u200cقلی خسروی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C%E2%80%8C%D9%82%D9%84%DB%8C_%D8%AE%D8%B3%D8%B1%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C%E2%80%8C%D9%82%D9%84%DB%8C_%D8%AE%D8%B3%D8%B1%D9%88%DB%8C,2024,3,4,<No English page found>,Mustafa Qoli Khosravi
1402,12,29,آذر فخر,بازیگر,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'آذر فخر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1_%D9%81%D8%AE%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1_%D9%81%D8%AE%D8%B1,2024,3,19,<No English page found>,Azar Fakhr
1402,5,15,ماه‌بانو تاتا,یکی از اعضای هیئت علمی دانشگاه شهید باهنر کرمان و ملقب به مادر علم آمار ایران,"[{'text': 'ماه\u200cبانو تاتا', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%E2%80%8C%D8%A8%D8%A7%D9%86%D9%88_%D8%AA%D8%A7%D8%AA%D8%A7'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%E2%80%8C%D8%A8%D8%A7%D9%86%D9%88_%D8%AA%D8%A7%D8%AA%D8%A7,2023,8,6,https://en.wikipedia.org/wiki/Mahbanoo_Tata,Mahbanoo Tata
1403,1,1,فرامرز اصلانی,خواننده و آهنگساز,"[{'text': 'فرامرز اصلانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%85%D8%B1%D8%B2_%D8%A7%D8%B5%D9%84%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%85%D8%B1%D8%B2_%D8%A7%D8%B5%D9%84%D8%A7%D9%86%DB%8C,2024,3,20,https://en.wikipedia.org/wiki/Faramarz_Aslani,Faramarz Aslani
1403,1,6,پرستو بخشی,پزشک,"[{'text': 'پرستو بخشی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D8%B3%D8%AA%D9%88_%D8%A8%D8%AE%D8%B4%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D8%B3%D8%AA%D9%88_%D8%A8%D8%AE%D8%B4%DB%8C,2024,3,25,https://en.wikipedia.org/wiki/Parastoo_Bakhshi,Parastoo Bakhshi
1403,1,7,زهرا شجاعی,رئیس معاونت امور زنان و خانواده در زمان ریاست جمهوری سید محمد خاتمی,"[{'text': 'زهرا شجاعی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D8%A7_%D8%B4%D8%AC%D8%A7%D8%B9%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D8%A7_%D8%B4%D8%AC%D8%A7%D8%B9%DB%8C,2024,3,26,https://en.wikipedia.org/wiki/Zahra_Shojaei,Zahra Shojaei
1403,1,13,رضا داوودنژاد,بازیگر,"[{'text': 'رضا داوودنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%AF%D8%A7%D9%88%D9%88%D8%AF%D9%86%DA%98%D8%A7%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%AF%D8%A7%D9%88%D9%88%D8%AF%D9%86%DA%98%D8%A7%D8%AF,2024,4,1,https://en.wikipedia.org/wiki/Reza_Davood_Nejad,Reza Davood Nejad
1403,1,13,محمدهادی حاج‌رحیمی,معاون هماهنگ‌کننده نیروی قدس سپاه پاسداران انقلاب اسلامی و سرتیپ سپاه پاسداران انقلاب اسلامی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدهادی حاج\u200cرحیمی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%87%D8%A7%D8%AF%DB%8C_%D8%AD%D8%A7%D8%AC%E2%80%8C%D8%B1%D8%AD%DB%8C%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%87%D8%A7%D8%AF%DB%8C_%D8%AD%D8%A7%D8%AC%E2%80%8C%D8%B1%D8%AD%DB%8C%D9%85%DB%8C,2024,4,1,<No English page found>,Mohammad Hadi Haji Rahimi
1403,1,13,محمدرضا زاهدی,از فرماندهان ارشد نیروی قدس سپاه پاسداران انقلاب اسلامی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدرضا زاهدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B2%D8%A7%D9%87%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B2%D8%A7%D9%87%D8%AF%DB%8C,2024,4,1,https://en.wikipedia.org/wiki/Mohammad_Reza_Zahedi,Mohammad Reza Zahedi
1403,1,30,پرویز داودی,از اعضای حقیقی مجمع تشخیص مصلحت نظام,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'پرویز داودی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%AF%D8%A7%D9%88%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%AF%D8%A7%D9%88%D8%AF%DB%8C,2024,4,18,https://en.wikipedia.org/wiki/Parviz_Davoodi,Parviz Davoodi
1403,2,26,علی‌اکبر طوفان‌پناه,بازیگر,"[{'text': 'علی\u200cاکبر طوفان\u200cپناه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%B7%D9%88%D9%81%D8%A7%D9%86%E2%80%8C%D9%BE%D9%86%D8%A7%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%B7%D9%88%D9%81%D8%A7%D9%86%E2%80%8C%D9%BE%D9%86%D8%A7%D9%87,2024,5,15,<No English page found>,Ali Akbar Hurricane
1403,2,30,محسن دریانوش,خلبان,"[{'text': 'محسن دریانوش', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%AF%D8%B1%DB%8C%D8%A7%D9%86%D9%88%D8%B4'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%AF%D8%B1%DB%8C%D8%A7%D9%86%D9%88%D8%B4,2024,5,19,<No English page found>,Mohsen Divanoush
1403,2,30,سید طاهر مصطفوی,خلبان,"[{'text': 'سید طاهر مصطفوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B7%D8%A7%D9%87%D8%B1_%D9%85%D8%B5%D8%B7%D9%81%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B7%D8%A7%D9%87%D8%B1_%D9%85%D8%B5%D8%B7%D9%81%D9%88%DB%8C,2024,5,19,<No English page found>,Seyed Taher Mustafavi
1403,2,30,بهروز قدیمی,مهندس پرواز,"[{'text': 'بهروز قدیمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D9%88%D8%B2_%D9%82%D8%AF%DB%8C%D9%85%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D9%88%D8%B2_%D9%82%D8%AF%DB%8C%D9%85%DB%8C,2024,5,19,<No English page found>,Old Behrouz
