years,title,links,day,month
1384.0,سقوط هواپیمای سی-۱۳۰ (۱۳۸۴),"[{'text': 'سقوط هواپیمای سی-۱۳۰ (۱۳۸۴)', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C_%D8%B3%DB%8C-%DB%B1%DB%B3%DB%B0_(%DB%B1%DB%B3%DB%B8%DB%B4)'}]",15,9
1391.0,زمین‌لرزه زهان,[],15,9
1391.0,آتش‌سوزی در مدرسه شین‌آباد,"[{'text': 'آتش\u200cسوزی در مدرسه شین\u200cآباد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D8%AF%D8%B1_%D9%85%D8%AF%D8%B1%D8%B3%D9%87_%D8%B4%DB%8C%D9%86%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF'}]",15,9
1397.0,بمب‌گذاری در چابهار,[],15,9
1399.0,آغاز سیل جنوب ایران,[],15,9
889.0,نبرد مرو میان صفویان با همراهی بابر گورکانی در برابر شیبانیان,"[{'text': 'نبرد مرو', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D8%B1%D9%88'}]",16,9
1332.0,حمله به دانشکده فنی دانشگاه تهران در جریان اعتراضات به سفر معاون رئیس‌جمهور آمریکا ریچارد نیکسون,"[{'text': 'دانشگاه تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",16,9
1388.0,انتشار تصویر پاره شده سید روح‌الله خمینی از بخش خبری اخبار ۲۰:۳۰ شبکه ۲ سازمان صدا و سیمای جمهوری اسلامی ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",16,9
1388.0,تظاهرات ۱۶ آذر,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': '۶ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B6_%D8%A2%D8%B0%D8%B1'}]",16,9
1395.0,حادثه سقوط بالگرد در دریاچه چیتگر تهران,"[{'text': 'دریاچه چیتگر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%DB%8C%D8%A7%DA%86%D9%87_%DA%86%DB%8C%D8%AA%DA%AF%D8%B1'}]",16,9
1396.0,حادثه کشته شدن ۹ کوهنورد مشهدی در اشترانکوه,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",16,9
1321.0,اوج شورش نان در تهران,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'شورش نان در تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%B4_%D9%86%D8%A7%D9%86_%D8%AF%D8%B1_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",17,9
1395.0,سانحه ۱۷ آذر فروند هواپیمای آموزشی در شهر اقلید,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': '۷ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B7_%D8%A2%D8%B0%D8%B1'}]",17,9
1340.0,هفت تپه - محمد رضا شاه پهلوی کارخانه قند خوزستان را می گشاید. این کارخانه در روز ۳۰۰ تن قند تولید می نماید.,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'محمد رضا شاه پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}, {'text': 'هفت تپه', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%81%D8%AA%E2%80%8C%D8%AA%D9%BE%D9%87'}]",18,9
1370.0,معرفی عراق به عنوان آغازگر و متجاوز و مسئول جنگ علیه ایران توسط سازمان ملل متحد.,"[{'text': 'سازمان ملل متحد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%85%D9%84%D9%84_%D9%85%D8%AA%D8%AD%D8%AF'}, {'text': 'عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D8%A7%D9%82'}]",18,9
1376.0,برگزاری هشتمین کنفرانس سران کشورهای اسلامی در تهران.,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",18,9
1377.0,سالروز چسبیدن آ به ذر,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}]",18,9
1384.0,انجام قرعه‌کشی برای جام جهانی فوتبال ۲۰۰۶.,"[{'text': 'جام جهانی فوتبال ۲۰۰۶', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D8%AC%D9%87%D8%A7%D9%86%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%DB%B2%DB%B0%DB%B0%DB%B6'}]",18,9
1400.0,حمله افراد ناشناس به گوهر عشقی در راه مزار ستار بهشتی,"[{'text': 'گوهر عشقی', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D9%88%D9%87%D8%B1_%D8%B9%D8%B4%D9%82%DB%8C'}]",18,9
1403.0,سقوط رژیم اسد,"[{'text': 'سقوط رژیم اسد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D8%B1%DA%98%DB%8C%D9%85_%D8%A7%D8%B3%D8%AF'}]",18,9
1357.0,راهپیمایی ۱۹ آذر,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': '۹ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B9_%D8%A2%D8%B0%D8%B1'}]",19,9
1361.0,برگزاری انتخابات دوره نخست مجلس خبرگان رهبری,"[{'text': 'دوره نخست مجلس خبرگان رهبری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D9%86%D8%AE%D8%B3%D8%AA_%D9%85%D8%AC%D9%84%D8%B3_%D8%AE%D8%A8%D8%B1%DA%AF%D8%A7%D9%86_%D8%B1%D9%87%D8%A8%D8%B1%DB%8C'}]",19,9
1363.0,بنیان‌گذاری شورای عالی انقلاب فرهنگی,"[{'text': 'شورای عالی انقلاب فرهنگی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%B9%D8%A7%D9%84%DB%8C_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D9%81%D8%B1%D9%87%D9%86%DA%AF%DB%8C'}]",19,9
1402.0,آتش‌سوزی پالایشگاه هیدروکربن بیرجند,"[{'text': 'آتش\u200cسوزی پالایشگاه هیدروکربن بیرجند', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D9%BE%D8%A7%D9%84%D8%A7%DB%8C%D8%B4%DA%AF%D8%A7%D9%87_%D9%87%DB%8C%D8%AF%D8%B1%D9%88%DA%A9%D8%B1%D8%A8%D9%86_%D8%A8%DB%8C%D8%B1%D8%AC%D9%86%D8%AF'}]",19,9
6.0,نبرد نینوا,[],20,9
1297.0,بر اساس مصوبه هیئت وزیران مقررات تشکیل اداره سجل احوال در وزارت کشور تهیه شد,[],20,9
1349.0,رقابت ۲۰ آذر تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در بازی‌های آسیایی ۱۹۷۰,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}]",20,9
1367.0,رقابت ۲۰ آذر تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در جام ملت‌های آسیا ۱۹۸۸,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}]",20,9
1379.0,ثبت ملی بند برج عیار یا صابی کش به شماره ثبت ۲۹۴۰ به‌عنوان یکی از آثار ملی ایران,"[{'text': 'بند برج عیار', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%86%D8%AF_%D8%A8%D8%B1%D8%AC_%D8%B9%DB%8C%D8%A7%D8%B1'}]",20,9
1395.0,انتشار آلبوم تجربه کن، شادمهر عقیلی,"[{'text': 'تجربه کن', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%AC%D8%B1%D8%A8%D9%87_%DA%A9%D9%86'}, {'text': 'شادمهر عقیلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D8%AF%D9%85%D9%87%D8%B1_%D8%B9%D9%82%DB%8C%D9%84%DB%8C'}]",20,9
1279.0,ورود اولین اتومبیل به ایران در زمان مظفرالدین شاه قاجار,"[{'text': 'اتومبیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%AF%D8%B1%D9%88'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مظفرالدین شاه قاجار', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B8%D9%81%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86%E2%80%8C%D8%B4%D8%A7%D9%87'}]",21,9
1286.0,آغاز واقعه میدان توپخانه,"[{'text': 'واقعه میدان توپخانه', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D9%82%D8%B9%D9%87_%D9%85%DB%8C%D8%AF%D8%A7%D9%86_%D8%AA%D9%88%D9%BE%D8%AE%D8%A7%D9%86%D9%87'}]",21,9
1324.0,اعلام تشکیل دولت فرقه دموکرات آذربایجان، در تبریز و اعلام نخست‌وزیری جعفر پیشه‌وری در آن,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'تبریز', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2'}]",21,9
1325.0,خروج کامل شوروی از ایران تا ۲۱ آذر، اعلام سرکوب و فروپاشی دولت خلق آذربایجان، توسط ارتش شاهنشاهی ایران در تبریز و بازگشت آذربایجان به خاک ایران,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'ارتش شاهنشاهی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AA%D8%B4_%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'تبریز', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2'}, {'text': '۱ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%A2%D8%B0%D8%B1'}]",21,9
1389.0,فتوای سید علی خامنه‌ای درباره منع ساخت سلاح هسته‌ای,"[{'text': 'فتوای سید علی خامنه\u200cای درباره منع ساخت سلاح هسته\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D9%88%D8%A7%DB%8C_%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C_%D8%AF%D8%B1%D8%A8%D8%A7%D8%B1%D9%87_%D9%85%D9%86%D8%B9_%D8%B3%D8%A7%D8%AE%D8%AA_%D8%B3%D9%84%D8%A7%D8%AD_%D9%87%D8%B3%D8%AA%D9%87%E2%80%8C%D8%A7%DB%8C'}]",21,9
1336.0,زمین‌لرزه فارسینج,[],22,9
1377.0,رقابت ۲۳ آذر تیم ملی فوتبال ایران با تیم ملی فوتبال ازبکستان در بازی‌های آسیایی ۱۹۹۸,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': '۳ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B3_%D8%A2%D8%B0%D8%B1'}]",23,9
1401.0,اخراج ایران از کمیسیون مقام زن ملل متحد,"[{'text': 'اخراج ایران از کمیسیون مقام زن ملل متحد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AE%D8%B1%D8%A7%D8%AC_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%A7%D8%B2_%DA%A9%D9%85%DB%8C%D8%B3%DB%8C%D9%88%D9%86_%D9%85%D9%82%D8%A7%D9%85_%D8%B2%D9%86_%D9%85%D9%84%D9%84_%D9%85%D8%AA%D8%AD%D8%AF'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",23,9
1402.0,آتش‌سوزی هتل ایران,"[{'text': 'آتش\u200cسوزی هتل ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D9%87%D8%AA%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",23,9
1157.0,زمین‌لرزه کاشان,[],24,9
1304.0,آغاز پادشاهی رضاشاه,"[{'text': 'پادشاهی رضاشاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%AF%D8%B4%D8%A7%D9%87%DB%8C_%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}]",24,9
1325.0,پایان غائله آذربایجان,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'غائله آذربایجان', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D8%A7%D8%A6%D9%84%D9%87_%D8%A2%D8%B0%D8%B1%D8%A8%D8%A7%DB%8C%D8%AC%D8%A7%D9%86'}]",24,9
1357.0,حادثهٔ خونبار مسجد ملک کرمان (مسجد امام خمینی حاضر). در این تاریخ در مسجد ذکرشده اجتماع عظیمی برپا شد. بعد از این تجمع، مردم راهپیمایی علیه رژیم حاکم (محمدرضا شاه پهلوی) را به سمت مسجد صاحب‌الزمان آغاز کردند که در چهارراه امام خمینی کرمان مأموران جلوی حرکت مردم را گرفتند و تعدادی از تظاهرکنندگان کشته و مجروح شدند. در این درگیری «فرامرز دادبین»، «غلامحسین مهدوی» و سید «حسین حسینی» کشته شدند.,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",24,9
1361.0,صادر شدن فرمان هشت‌ماده‌ای سید روح‌الله خمینی,"[{'text': 'فرمان هشت\u200cماده\u200cای سید روح\u200cالله خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%85%D8%A7%D9%86_%D9%87%D8%B4%D8%AA%E2%80%8C%D9%85%D8%A7%D8%AF%D9%87%E2%80%8C%D8%A7%DB%8C_%D8%B3%DB%8C%D8%AF_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}]",24,9
1389.0,بمب‌گذاری در چابهار,[],24,9
1391.0,غلامحسین حیدری، رئیس کل دادگستری استان یزد، از اجرای حکم حد اسلامی و قطع چهار انگشت دست دو نفر در یزد و در ملاء عام خبر داد,[],24,9
1398.0,کشف جسد ارشاد رحمانیان,"[{'text': 'ارشاد رحمانیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%B4%D8%A7%D8%AF_%D8%B1%D8%AD%D9%85%D8%A7%D9%86%DB%8C%D8%A7%D9%86'}]",24,9
1401.0,کشف جسد دنیا فرهادی,"[{'text': 'دنیا فرهادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%86%DB%8C%D8%A7_%D9%81%D8%B1%D9%87%D8%A7%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",24,9
1402.0,حمله به مقر فرماندهی انتظامی راسک,"[{'text': 'حمله به مقر فرماندهی انتظامی راسک', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D8%A8%D9%87_%D9%85%D9%82%D8%B1_%D9%81%D8%B1%D9%85%D8%A7%D9%86%D8%AF%D9%87%DB%8C_%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85%DB%8C_%D8%B1%D8%A7%D8%B3%DA%A9'}]",24,9
1350.0,استقلال بنگلادش,"[{'text': 'بنگلادش', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%86%DA%AF%D9%84%D8%A7%D8%AF%D8%B4'}]",26,9
1375.0,رقابت ۲۶ آذر تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در جام ملت‌های آسیا ۱۹۹۶,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': '۶ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B6_%D8%A2%D8%B0%D8%B1'}]",26,9
1397.0,آتش‌سوزی مدرسه اسوه حسنه زاهدان,"[{'text': 'آتش\u200cسوزی مدرسه اسوه حسنه زاهدان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D9%85%D8%AF%D8%B1%D8%B3%D9%87_%D8%A7%D8%B3%D9%88%D9%87_%D8%AD%D8%B3%D9%86%D9%87_%D8%B2%D8%A7%D9%87%D8%AF%D8%A7%D9%86'}]",27,9
1401.0,قهرمانی آرژانتین در جام جهانی ۲۰۲۲,[],27,9
1402.0,حمله سایبری آذر,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}]",27,9
1290.0,آغاز اشغال تبریز توسط روس‌ها,[],28,9
1382.0,آغاز فعالیت ویکی‌پدیای فارسی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'ویکی\u200cپدیای فارسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7%DB%8C_%D9%81%D8%A7%D8%B1%D8%B3%DB%8C'}]",28,9
1391.0,حادثه معدن یال شمال,"[{'text': 'حادثه معدن یال شمال', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AF%D8%AB%D9%87_%D9%85%D8%B9%D8%AF%D9%86_%DB%8C%D8%A7%D9%84_%D8%B4%D9%85%D8%A7%D9%84'}]",28,9
1394.0,اجرای حکم قطع انگشتان دست یک سارق در شیراز,[],28,9
1358.0,بنیان‌گذاری بانک تجارت,"[{'text': 'بانک تجارت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%86%DA%A9_%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA'}]",29,9
1383.0,حادثه ۲۹ آذر هلیکوپتر امداد هلال احمر استان فارس,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'استان فارس', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D9%81%D8%A7%D8%B1%D8%B3'}, {'text': '۹ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B9_%D8%A2%D8%B0%D8%B1'}]",29,9
1389.0,زمین‌لرزه فهرج,[],29,9
1395.0,امضا شدن منشور حقوق شهروندی توسط حسن روحانی و ابلاغ آن به مردم ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'منشور حقوق شهروندی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B4%D9%88%D8%B1_%D8%AD%D9%82%D9%88%D9%82_%D8%B4%D9%87%D8%B1%D9%88%D9%86%D8%AF%DB%8C'}]",29,9
1396.0,زمین‌لرزه ملارد,[],29,9
1399.0,آغاز لیگ دسته دوم فوتبال ایران ۱۴۰۰–۱۳۹۹,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'لیگ دسته دوم فوتبال ایران ۱۴۰۰–۱۳۹۹', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%DA%AF_%D8%AF%D8%B3%D8%AA%D9%87_%D8%AF%D9%88%D9%85_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%DB%B1%DB%B4%DB%B0%DB%B0%E2%80%93%DB%B1%DB%B3%DB%B9%DB%B9'}]",29,9
880.0,تاج‌گذاری شاه اسماعیل یکم,"[{'text': 'شاه اسماعیل یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%DB%8C%DA%A9%D9%85'}]",30,9
1396.0,زمین‌لرزه کوهبنان,[],30,9
1348.0,ثبت تپه اسکندری و تپه‌های اطراف آن با شماره ملی ۸۸۶ به عنوان یکی از آثار ملی ایران,"[{'text': 'تپه اسکندری و تپه\u200cهای اطراف آن', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%BE%D9%87_%D8%A7%D8%B3%DA%A9%D9%86%D8%AF%D8%B1%DB%8C_%D9%88_%D8%AA%D9%BE%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A7%D8%B7%D8%B1%D8%A7%D9%81_%D8%A2%D9%86'}]",1,10
1381.0,سقوط پرواز شماره ۲۱۳۷ آئرومیست-خارکیف,"[{'text': 'پرواز شماره ۲۱۳۷ آئرومیست-خارکیف', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D8%B2_%D8%B4%D9%85%D8%A7%D8%B1%D9%87_%DB%B2%DB%B1%DB%B3%DB%B7_%D8%A2%D8%A6%D8%B1%D9%88%D9%85%DB%8C%D8%B3%D8%AA-%D8%AE%D8%A7%D8%B1%DA%A9%D9%88%D9%81'}]",1,10
1383.0,آغاز راه‌اندازی وبگاه کلوب,[],1,10
1400.0,سانحه متروی تهران-کرج,"[{'text': 'سانحه متروی تهران-کرج', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%AD%D9%87_%D9%85%D8%AA%D8%B1%D9%88%DB%8C_%D8%AA%D9%87%D8%B1%D8%A7%D9%86-%DA%A9%D8%B1%D8%AC'}]",1,10
235.0,زمین‌لرزه دامغان,[],2,10
1381.0,حادثه ۲ دی آنتونوف-۱۴۰,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",2,10
1297.0,صدور نخستین شناسنامه ایرانی که آن زمان با نام سجل شناخته شده بود‌ برای دختری به نام فاطمه,"[{'text': 'شناسنامه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%86%D8%A7%D8%B3%D9%86%D8%A7%D9%85%D9%87'}]",3,10
1313.0,تصویب قانون بنیان‌گذاری کانون جهانگردی و اتومبیل‌رانی در مجلس شورای ملی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",3,10
1365.0,آغاز عملیات کربلای ۴,"[{'text': 'عملیات کربلای ۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%DA%A9%D8%B1%D8%A8%D9%84%D8%A7%DB%8C_%DB%B4'}]",3,10
1401.0,وزارت اقتصاد طالبان در بخش‌نامه‌ای به نهادهای غیر دولتی داخلی و خارجی افغانستان دستور داد تا اطلاع بعدی، فعالیت کارمندان زن به حالت تعلیق درآید.[۱],"[{'text': 'افغانستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%81%D8%BA%D8%A7%D9%86%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'طالبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B7%D8%A7%D9%84%D8%A8%D8%A7%D9%86'}]",3,10
1331.0,سقوط هواپیمای مسافربری دی‌سی-۳ شرکت هواپیمایی ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",4,10
1397.0,واژگونی اتوبوس دانشجویان واحد علوم تحقیقات دانشگاه آزاد تهران,"[{'text': 'واژگونی اتوبوس دانشجویان واحد علوم تحقیقات دانشگاه آزاد تهران', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%A7%DA%98%DA%AF%D9%88%D9%86%DB%8C_%D8%A7%D8%AA%D9%88%D8%A8%D9%88%D8%B3_%D8%AF%D8%A7%D9%86%D8%B4%D8%AC%D9%88%DB%8C%D8%A7%D9%86_%D9%88%D8%A7%D8%AD%D8%AF_%D8%B9%D9%84%D9%88%D9%85_%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA_%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%A2%D8%B2%D8%A7%D8%AF_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",4,10
1398.0,حادثه ۴ دی فروند میگ-۲۹ آجا,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",4,10
