day,month,person,details,person_links,year
13.0,5.0,داوود منشی‌زاده,نویسنده، زبان‌شناس، بنیان‌گذار حزب سومکا و هوادار ایدئولوژی نازیسم (زادهٔ ۱۲۹۴),"[{'text': 'داوود منشی\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%88%D9%88%D8%AF_%D9%85%D9%86%D8%B4%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",1368
22.0,5.0,علی سامی,نویسنده، محقق و استاد دانشگاه (زادهٔ ۱۲۸۹),"[{'text': 'علی سامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B3%D8%A7%D9%85%DB%8C'}]",1368
4.0,6.0,غلام کشاورز,عضو اتحاد مبارزان کمونیست و کومله زحمتکشان کردستان و از قربانیان قتل‌های زنجیره‌ای ایران (زادهٔ ۱۳۳۴),"[{'text': 'غلام کشاورز', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85_%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2'}]",1368
11.0,6.0,منوچهر محجوبی,نویسنده، شاعر، طنزنویس و محقق (زادهٔ ۱۳۱۵),"[{'text': 'منوچهر محجوبی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D9%85%D8%AD%D8%AC%D9%88%D8%A8%DB%8C'}]",1368
13.0,6.0,صدیق کمانگر,فعال سیاسی کمونیست کرد، وکیل، از اعضای بنیانگذار حزب کومله و حزب کمونیست ایران و از قربانیان قتل‌های زنجیره‌ای ایران (زادهٔ ۱۳۲۵),"[{'text': 'صدیق کمانگر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%AF%DB%8C%D9%82_%DA%A9%D9%85%D8%A7%D9%86%DA%AF%D8%B1'}]",1368
24.0,7.0,مرتضی حنانه,موسیقی‌دان و آهنگساز (زادهٔ ۱۳۰۱),"[{'text': 'مرتضی حنانه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D8%AD%D9%86%D8%A7%D9%86%D9%87'}]",1368
2.0,8.0,میرزا جوادآقا تهرانی,فقیه و مدرس (زادهٔ ۱۲۸۳),"[{'text': 'میرزا جوادآقا تهرانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%AC%D9%88%D8%A7%D8%AF%D8%A2%D9%82%D8%A7_%D8%AA%D9%87%D8%B1%D8%A7%D9%86%DB%8C'}]",1368
7.0,8.0,سید عبدالله ضیایی‌نیا,سیاستمدار (زادهٔ ۱۳۰۲),"[{'text': 'سید عبدالله ضیایی\u200cنیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B6%DB%8C%D8%A7%DB%8C%DB%8C%E2%80%8C%D9%86%DB%8C%D8%A7'}]",1368
21.0,9.0,غلامرضا قدسی,شاعر (زادهٔ ۱۳۰۴),"[{'text': 'غلامرضا قدسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D9%82%D8%AF%D8%B3%DB%8C'}]",1368
28.0,9.0,عباس یمینی‌شریف,نویسنده و مترجم (زادهٔ ۱۲۹۸),"[{'text': 'عباس یمینی\u200cشریف', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%DB%8C%D9%85%DB%8C%D9%86%DB%8C_%D8%B4%D8%B1%DB%8C%D9%81'}]",1368
22.0,10.0,صدیقه پهلوی,نخستین فرزند رضاشاه (زادهٔ ۱۲۹۵),"[{'text': 'صدیقه پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%AF%DB%8C%D9%82%D9%87_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}]",1368
30.0,10.0,هایده,خواننده (زادهٔ ۱۳۲۱),"[{'text': 'هایده', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D8%A7%DB%8C%D8%AF%D9%87'}]",1368
30.0,10.0,محمود نامجوی,وزنه‌بردار (زادهٔ ۱۲۹۷),"[{'text': 'محمود نامجوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D9%86%D8%A7%D9%85%D8%AC%D9%88%DB%8C'}]",1368
10.0,11.0,حسنعلی نجابت,عارف (زادهٔ ۱۲۹۶),[],1368
20.0,11.0,رضا مشایخی,نویسنده و مترجم (زادهٔ ۱۲۸۴),"[{'text': 'رضا مشایخی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%85%D8%B4%D8%A7%DB%8C%D8%AE%DB%8C'}]",1368
1.0,12.0,حبیب‌الله ثابت,بازرگان، کارآفرین و پایه‌گذار سازمان رادیو تلویزیون ملی ایران و کارخانه پپسی (زادهٔ ۱۲۸۲),"[{'text': 'حبیب\u200cالله ثابت', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A8%DB%8C%D8%A8%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AB%D8%A7%D8%A8%D8%AA'}]",1368
17.0,12.0,حسین قوامی,خواننده (زادهٔ ۱۲۸۸),"[{'text': 'حسین قوامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%82%D9%88%D8%A7%D9%85%DB%8C'}]",1368
2.0,1.0,پارسا تویسرکانی,نویسنده و شاعر (زاده ۱۲۸۸),"[{'text': 'پارسا تویسرکانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%B1%D8%B3%D8%A7_%D8%AA%D9%88%DB%8C%D8%B3%D8%B1%DA%A9%D8%A7%D9%86%DB%8C'}]",1369
17.0,2.0,احمد ارچنگ,طراح فرش (زاده ۱۲۹۳),"[{'text': 'احمد ارچنگ', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%A7%D8%B1%DA%86%D9%86%DA%AF'}]",1369
6.0,3.0,علی‌اکبر سیاسی,روان‌شناس، سیاستمدار و ششمین رئیس دانشگاه تهران (زاده ۱۲۷۴),"[{'text': 'علی\u200cاکبر سیاسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C'}]",1369
15.0,4.0,مجید محسنی,بازیگر تئاتر (زاده ۱۳۰۲),"[{'text': 'مجید محسنی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D9%85%D8%AD%D8%B3%D9%86%DB%8C'}]",1369
20.0,4.0,آیت‌الله سید مرتضی فیروزآبادی,عارف، محقق و پژوهشگر (زاده ۱۲۸۹),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سید مرتضی فیروزآبادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C'}]",1369
26.0,4.0,کاظم تینا تهرانی,نویسنده (زاده ۱۳۰۸),"[{'text': 'کاظم تینا تهرانی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B8%D9%85_%D8%AA%DB%8C%D9%86%D8%A7_%D8%AA%D9%87%D8%B1%D8%A7%D9%86%DB%8C'}]",1369
2.0,5.0,مرتضی نی‌داوود,موسیقدان (زاده ۱۲۷۹),"[{'text': 'مرتضی نی\u200cداوود', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D9%86%DB%8C%E2%80%8C%D8%AF%D8%A7%D9%88%D9%88%D8%AF'}]",1369
8.0,5.0,ملکه برومند,خواننده و بازیگر اهل ایران بود.,"[{'text': 'ملکه برومند', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%84%DA%A9%D9%87_%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF'}]",1369
1.0,6.0,پرویز ناتل خانلری,ادیب، سیاستمدار، شاعر، نویسنده و زبانشناس (زاده ۱۲۹۲),"[{'text': 'پرویز ناتل خانلری', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D9%86%D8%A7%D8%AA%D9%84_%D8%AE%D8%A7%D9%86%D9%84%D8%B1%DB%8C'}]",1369
4.0,6.0,مهدی اخوان ثالث,شاعر (زاده ۱۳۰۷),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مهدی اخوان ثالث', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%A7%D8%AE%D9%88%D8%A7%D9%86_%D8%AB%D8%A7%D9%84%D8%AB'}]",1369
5.0,6.0,علی‌اکبر کاوه,خوشنویس (زاده ۱۲۷۳),"[{'text': 'علی\u200cاکبر کاوه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%DA%A9%D8%A7%D9%88%D9%87'}]",1369
7.0,6.0,آیت‌الله العظمی سید شهاب‌الدین مرعشی نجفی,مرجع تقلید شیعه (زاده ۱۲۷۶),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سید شهاب\u200cالدین مرعشی نجفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B4%D9%87%D8%A7%D8%A8%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%85%D8%B1%D8%B9%D8%B4%DB%8C_%D9%86%D8%AC%D9%81%DB%8C'}]",1369
15.0,6.0,عفت قاضی,عضو حزب دموکرات کردستان ایران و از کشته شدگان قتل‌های زنجیره‌ای ایران (زاده ۱۳۱۴),"[{'text': 'عفت قاضی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%81%D8%AA_%D9%82%D8%A7%D8%B6%DB%8C'}]",1369
25.0,6.0,علی‌محمد حیدریان,نقاش (زاده ۱۲۷۵),"[{'text': 'علی\u200cمحمد حیدریان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%DB%8C%D8%AF%D8%B1%DB%8C%D8%A7%D9%86'}]",1369
12.0,7.0,پوران,خواننده و بازیگر (زاده ۱۳۱۲),[],1369
19.0,7.0,عباسقلی گلشائیان,دوازدهمین شهردار تهران (زاده ۱۲۸۱),"[{'text': 'عباسقلی گلشائیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3%D9%82%D9%84%DB%8C_%DA%AF%D9%84%D8%B4%D8%A7%D8%A6%DB%8C%D8%A7%D9%86'}]",1369
1.0,8.0,سیروس الهی,از بنیانگذاران سازمان درفش کاویانی و از کشته شدگان قتل‌های زنجیره‌ای ایران (زاده ؟),"[{'text': 'سیروس الهی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%B1%D9%88%D8%B3_%D8%A7%D9%84%D9%87%DB%8C'}]",1369
7.0,8.0,کاظم حسیبی: سیاستمدار و از اعضای جبههٔ ملی ایران.,,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'کاظم حسیبی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B8%D9%85_%D8%AD%D8%B3%DB%8C%D8%A8%DB%8C'}]",1369
5.0,9.0,سید حسن میرخانی,خوشنویس (زاده ۱۲۹۱),"[{'text': 'سید حسن میرخانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D9%85%DB%8C%D8%B1%D8%AE%D8%A7%D9%86%DB%8C'}]",1369
8.0,9.0,محمدهادی سلاحی,نویسنده (زاده ۱۲۸۹),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدهادی سلاحی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%87%D8%A7%D8%AF%DB%8C_%D8%B3%D9%84%D8%A7%D8%AD%DB%8C'}]",1369
9.0,9.0,مهدی خالدی,موسیقیدان (زاده ۱۲۹۸),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مهدی خالدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%AE%D8%A7%D9%84%D8%AF%DB%8C'}]",1369
14.0,9.0,غلامحسین یوسفی,نویسنده و مترجم (زاده ۱۳۰۶),"[{'text': 'غلامحسین یوسفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%DB%8C%D9%88%D8%B3%D9%81%DB%8C'}]",1369
1.0,11.0,ایرج صادق‌پور,کارگردان (زاده ۱۳۱۹),"[{'text': 'ایرج صادق\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%B5%D8%A7%D8%AF%D9%82%E2%80%8C%D9%BE%D9%88%D8%B1'}]",1369
30.0,11.0,مصطفی زمانی نجف‌آبادی,نویسنده و ناشر (زاده ۱۳۱۳),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مصطفی زمانی نجف\u200cآبادی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%B2%D9%85%D8%A7%D9%86%DB%8C_%D9%86%D8%AC%D9%81%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C'}]",1369
2.0,12.0,عبدالرحمان شرفکندی,شاعر، نویسنده، اسلام‌شناس، محقق و عکاس (زاده ۱۳۰۰),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'عبدالرحمان شرفکندی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D8%A7%D9%86_%D8%B4%D8%B1%D9%81%DA%A9%D9%86%D8%AF%DB%8C'}]",1369
6.0,12.0,زهرا کیا,پژوهشگر و نویسنده (زاده ۱۲۹۴),"[{'text': 'زهرا کیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D8%A7_%DA%A9%DB%8C%D8%A7'}]",1369
21.0,12.0,هوشنگ طاهری,نویسنده و منتقد (زاده ۱۳۱۳),"[{'text': 'هوشنگ طاهری', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%D9%86%DA%AF_%D8%B7%D8%A7%D9%87%D8%B1%DB%8C'}]",1369
1.0,1.0,علی دریابیگی,کارگردان (زاده ۱۲۸۲),"[{'text': 'علی دریابیگی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%AF%D8%B1%DB%8C%D8%A7%D8%A8%DB%8C%DA%AF%DB%8C'}]",1370
29.0,1.0,عبدالرحمان برومند,فعال سیاسی و عضو نهضت مقاومت ملی ایران و از کشته شدگان قتل‌های زنجیره‌ای ایران (زاده ۱۳۰۶),"[{'text': 'عبدالرحمان برومند', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D8%A7%D9%86_%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF'}]",1370
14.0,2.0,سپهبد نادر باتمانقلیچ,سیاستمدار، نظامی و از چهره‌های تأثیرگذار در کودتای ۲۸ مرداد (زاده ۱۲۸۲),"[{'text': 'نادر باتمانقلیچ', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D8%B1_%D8%A8%D8%A7%D8%AA%D9%85%D8%A7%D9%86%D9%82%D9%84%DB%8C%DA%86'}]",1370
17.0,2.0,مهرداد اوستا,نویسنده و شاعر (زاده ۱۳۰۸),"[{'text': 'مهرداد اوستا', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%AF%D8%A7%D8%AF_%D8%A7%D9%88%D8%B3%D8%AA%D8%A7'}]",1370
29.0,4.0,ایرج جهانشاهی,نویسنده (زاده ۱۳۰۵),"[{'text': 'ایرج جهانشاهی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%AC%D9%87%D8%A7%D9%86%D8%B4%D8%A7%D9%87%DB%8C'}]",1370
15.0,5.0,شاپور بختیار,هفتاد و سومین نخست‌وزیر ایران، دبیرکل حزب ایران، عضو جبهه ملی ایران و بنیانگذار نهضت مقاومت ملی ایران و از کشته شدگان قتل‌های زنجیره‌ای ایران (زاده ۱۲۹۳),"[{'text': 'شاپور بختیار', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1'}]",1370
21.0,5.0,نیر سعیدی,نویسنده، روزنامه‌نگار و مترجم (زاده ۱۲۹۹),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'نیر سعیدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%B1_%D8%B3%D8%B9%DB%8C%D8%AF%DB%8C'}]",1370
10.0,7.0,عزت‌الله وثوق,بازیگر (زاده ۱۲۹۳),"[{'text': 'عزت\u200cالله وثوق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B2%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%88%D8%AB%D9%88%D9%82'}]",1370
19.0,7.0,حسین شیخ,نقاش (زاده ۱۲۸۹),"[{'text': 'حسین شیخ', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B4%DB%8C%D8%AE'}]",1370
10.0,8.0,هوشنگ بهشتی,بازیگر (زاده ۱۳۰۲),"[{'text': 'هوشنگ بهشتی', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%D9%86%DA%AF_%D8%A8%D9%87%D8%B4%D8%AA%DB%8C'}]",1370
15.0,8.0,عطاءالله زاهد,بازیگر (زاده ۱۲۹۴),"[{'text': 'عطاءالله زاهد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%A1%D8%A7%D9%84%D9%84%D9%87_%D8%B2%D8%A7%D9%87%D8%AF'}]",1370
20.0,8.0,منوچهر شیبانی,شاعر و نقاش (زاده ۱۳۰۳),"[{'text': 'منوچهر شیبانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%B4%DB%8C%D8%A8%D8%A7%D9%86%DB%8C'}]",1370
30.0,8.0,سبکتکین سالور,مقاله‌نویس و از شاهزادگان قاجاریان (زاده ۱۳۰۲),"[{'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'سبکتکین سالور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A8%DA%A9%D8%AA%DA%A9%DB%8C%D9%86_%D8%B3%D8%A7%D9%84%D9%88%D8%B1'}]",1370
29.0,10.0,محمود فروغی,دیپلمات و فرزند محمدعلی فروغی (زاده ۱۲۹۰),"[{'text': 'محمود فروغی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D9%81%D8%B1%D9%88%D8%BA%DB%8C'}]",1370
9.0,12.0,تقی ظهوری,بازیگر (زاده ۱۲۹۱),"[{'text': 'تقی ظهوری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%82%DB%8C_%D8%B8%D9%87%D9%88%D8%B1%DB%8C'}]",1370
24.0,12.0,حسین امیرفضلی,بازیگر و پدر ارژنگ امیرفضلی (زاده ۱۲۹۹),"[{'text': 'حسین امیرفضلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%A7%D9%85%DB%8C%D8%B1%D9%81%D8%B6%D9%84%DB%8C'}]",1370
16.0,1.0,همدم السلطنه پهلوی,نخستین فرزند رضاشاه پهلوی,"[{'text': 'همدم السلطنه پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%85%D8%AF%D9%85%E2%80%8C%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D9%86%D9%87_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}]",1371
9.0,2.0,علی‌اصغر زند وکیلی,نوازنده و خواننده (زاده ۱۳۲۰),"[{'text': 'علی\u200cاصغر زند وکیلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B5%D8%BA%D8%B1_%D8%B2%D9%86%D8%AF_%D9%88%DA%A9%DB%8C%D9%84%DB%8C'}]",1371
24.0,2.0,حسن کامکار,موسیقیدان (زاده ۱۳۰۲),"[{'text': 'حسن کامکار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%DA%A9%D8%A7%D9%85%DA%A9%D8%A7%D8%B1'}]",1371
28.0,2.0,محمدحسین میمندی‌نژاد,دامپزشک و رئیس دانشکده دامپزشکی دانشگاه تهران (زاده ۱۲۸۹),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدحسین میمندی\u200cنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%DB%8C%D9%85%D9%86%D8%AF%DB%8C%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF'}]",1371
29.0,2.0,غلامحسین صدیقی,استاد دانشگاه تهران و وزیر کشور در دولت دوم محمد مصدق (زاده ۱۲۸۴),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'غلامحسین صدیقی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%B5%D8%AF%DB%8C%D9%82%DB%8C'}]",1371
29.0,2.0,مهدی فلاحت پور,خبرنگار و تصویر بردار (زاده ۱۳۴۳),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مهدی فلاحت پور', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D9%81%D9%84%D8%A7%D8%AD%D8%AA%E2%80%8C%D9%BE%D9%88%D8%B1'}]",1371
4.0,3.0,عباس مهرپویا,آهنگساز، خواننده، نوازنده و جهانگرد (زاده ۱۳۰۶),[],1371
8.0,3.0,بهرام فره‌وشی,زبانشناس (زاده ۱۳۰۴),"[{'text': 'بهرام فره\u200cوشی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D9%81%D8%B1%D9%87%E2%80%8C%D9%88%D8%B4%DB%8C'}]",1371
9.0,3.0,عباس کرباسیون,طراح فرش و کاشی (زاده ۱۳۰۱),"[{'text': 'عباس کرباسیون', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%DA%A9%D8%B1%D8%A8%D8%A7%D8%B3%DB%8C%D9%88%D9%86'}]",1371
14.0,3.0,عباسعلی ادیب حبیب‌آبادی,ادیب، منجم و فقیه (زاده ۱۳۱۵),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1371
21.0,4.0,حمیدرضا پهلوی,آخرین فرزند رضاشاه (زاده ۱۳۱۱),"[{'text': 'حمیدرضا پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF%D8%B1%D8%B6%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}, {'text': 'رضا پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}]",1371
27.0,4.0,حسینعلی ملاح,نقاش و موسیقیدان (زاده ۱۳۰۰),"[{'text': 'حسینعلی ملاح', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86%D8%B9%D9%84%DB%8C_%D9%85%D9%84%D8%A7%D8%AD'}]",1371
4.0,5.0,سید ابوالفضل زنجانی,مجتهد، نویسنده و از اعضای نهضت مقاومت ملی (زاده ۱۲۷۸),"[{'text': 'سید ابوالفضل زنجانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%81%D8%B6%D9%84_%D8%B2%D9%86%D8%AC%D8%A7%D9%86%DB%8C'}]",1371
16.0,5.0,فریدون فرخزاد,شاعر، خواننده، آهنگساز، برنامه پرداز، برنامه ساز رادیو، مجری، ترانه‌سرا، فعال سیاسی و حقوقدان و برادر فروغ فرخزاد و از قربانیان قتل‌های زنجیره‌ای ایران (زاده ۱۳۱۵),"[{'text': 'فریدون فرخزاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D9%81%D8%B1%D8%AE%D8%B2%D8%A7%D8%AF'}]",1371
17.0,5.0,سید ابوالقاسم خویی,مرجع تقلید و فقیه (زاده ۱۲۷۸),"[{'text': 'سید ابوالقاسم خویی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85_%D8%AE%D9%88%DB%8C%DB%8C'}]",1371
27.0,5.0,محمد محیط طباطبایی,پژوهشگر ادبی، مورخ، منتقد و ادیب (زاده ۱۲۸۰),"[{'text': 'محمد محیط طباطبایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%AD%DB%8C%D8%B7_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C'}]",1371
30.0,5.0,عباس سعیدی رضوانی,محقق، جغرافیدان و رئیس کتابخانه مرکزی آستان قدس رضوی (زاده ۱۳۰۶),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'عباس سعیدی رضوانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%B3%D8%B9%DB%8C%D8%AF%DB%8C_%D8%B1%D8%B6%D9%88%D8%A7%D9%86%DB%8C'}]",1371
