year,title,links,day,month
1396,زمین‌لرزه هجدک,[],10,9
1398,آتش‌سوزی ۱۰ آذر کنسولگری ایران در نجف,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}]",10,9
1400,درگیری‌های افغانستان و ایران,[],10,9
1365,سیل دشتی,[],11,9
1367,رقابت ۱۱ آذر تیم ملی فوتبال ایران با تیم ملی فوتبال قطر در جام ملت‌های آسیا ۱۹۸۸,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': '۱ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%A2%D8%B0%D8%B1'}]",11,9
1402,سازمان بازرسی کل کشور فساد مالی چای دبش را به شکل رسمی تایید و اعلام کرد,"[{'text': 'فساد مالی چای دبش', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B3%D8%A7%D8%AF_%D9%85%D8%A7%D9%84%DB%8C_%DA%86%D8%A7%DB%8C_%D8%AF%D8%A8%D8%B4'}]",11,9
1398,آتش‌سوزی ۱۲ آذر کنسولگری ایران در نجف,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': '۲ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B2_%D8%A2%D8%B0%D8%B1'}]",12,9
1390,دستیابی به پهپاد آرکیو ۱۷۰ آمریکا در خاک ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دستیابی به پهپاد آرکیو ۱۷۰ آمریکا در خاک ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%B3%D8%AA%DB%8C%D8%A7%D8%A8%DB%8C_%D8%A8%D9%87_%D9%BE%D9%87%D9%BE%D8%A7%D8%AF_%D8%A2%D8%B1%DA%A9%DB%8C%D9%88_%DB%B1%DB%B7%DB%B0_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7_%D8%AF%D8%B1_%D8%AE%D8%A7%DA%A9_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",13,9
1399,سازمان عفو بین‌الملل با انتشار گزارشی از مقامات ایرانی خواست بی‌درنگ اجرای احکام قطع انگشتان دست شش زندانی به‌نام‌های هادی رستمی، مهدی شرفیان، مهدی شاهیوند، کسری کرمی، شهاب تیموری آینه، و مهرداد تیموری آینه را متوقف کند,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",13,9
1874,پیوستن ایران به تشکیلات بین‌المللی صلیب سرخ,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'صلیب سرخ', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%85%DB%8C%D8%AA%D9%87_%D8%A8%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C_%D8%B5%D9%84%DB%8C%D8%A8_%D8%B3%D8%B1%D8%AE'}]",14,9
1353,ریزش سقف فرودگاه مهرآباد,"[{'text': 'ریزش سقف فرودگاه مهرآباد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%DB%8C%D8%B2%D8%B4_%D8%B3%D9%82%D9%81_%D9%81%D8%B1%D9%88%D8%AF%DA%AF%D8%A7%D9%87_%D9%85%D9%87%D8%B1%D8%A2%D8%A8%D8%A7%D8%AF'}]",14,9
1384,حادثه ۱۴ آذر فروند لاکهید سی-۱۳۰ هرکولس آجا,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': '۴ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B4_%D8%A2%D8%B0%D8%B1'}]",14,9
1385,آتش‌سوزی مدرسه درودزن,"[{'text': 'آتش\u200cسوزی مدرسه درودزن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D9%85%D8%AF%D8%B1%D8%B3%D9%87_%D8%AF%D8%B1%D9%88%D8%AF%D8%B2%D9%86'}]",14,9
1391,پایان اعتصاب غذای نسرین ستوده پس از ۴۹ روز در اعتراض به حکم ممنوع‌الخروجیِ دخترش,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'نسرین ستوده', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B3%D8%B1%DB%8C%D9%86_%D8%B3%D8%AA%D9%88%D8%AF%D9%87'}]",14,9
1396,زمین‌لرزه‌ی بندر دیر با شدت ۴٫۹ ریشتر,"[{'text': 'بندر دیر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%86%D8%AF%D8%B1_%D8%AF%DB%8C%D8%B1'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'زمین\u200cلرزه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%85%DB%8C%D9%86%E2%80%8C%D9%84%D8%B1%D8%B2%D9%87'}]",14,9
1398,حادثه تالار مانگه‌شه‌و سقز,"[{'text': 'حادثه تالار مانگه\u200cشه\u200cو سقز', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AF%D8%AB%D9%87_%D8%AA%D8%A7%D9%84%D8%A7%D8%B1_%D9%85%D8%A7%D9%86%DA%AF%D9%87%E2%80%8C%D8%B4%D9%87%E2%80%8C%D9%88_%D8%B3%D9%82%D8%B2'}]",14,9
1401,آغاز اعتصابات سه روزه آذر ایران,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",14,9
1293,گشایش مجلس سوم شورای ملی,[],15,9
1304,افتتاح مجلس مؤسسان با نطق رضا شاه,"[{'text': 'مجلس مؤسسان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D9%85%D8%A4%D8%B3%D8%B3%D8%A7%D9%86'}]",15,9
1314,ثبت مناره رهروان (رادان) به‌عنوان یکی از آثار ملی ایران,"[{'text': 'مناره رهروان (رادان)', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%A7%D8%B1_%D8%B1%D8%A7%D8%B1%D8%A7%D9%86'}]",15,9
1314,ثبت امامزاده حبیب بن موسی به‌عنوان یکی از آثار ملی ایران,"[{'text': 'امامزاده حبیب بن موسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%A7%D9%85%D8%B2%D8%A7%D8%AF%D9%87_%D8%AD%D8%A8%DB%8C%D8%A8_%D8%A8%D9%86_%D9%85%D9%88%D8%B3%DB%8C'}]",15,9
1314,ثبت مناره چهل دختران به‌عنوان یکی از آثار ملی ایران,"[{'text': 'مناره چهل دختران', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%A7%D8%B1%D9%87_%DA%86%D9%87%D9%84_%D8%AF%D8%AE%D8%AA%D8%B1%D8%A7%D9%86'}]",15,9
1314,ثبت آرامگاه سید رکن‌الدین به‌عنوان یکی از آثار ملی ایران,"[{'text': 'آرامگاه سید رکن\u200cالدین', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%A7%D9%85%DA%AF%D8%A7%D9%87_%D8%B3%DB%8C%D8%AF_%D8%B1%DA%A9%D9%86%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",15,9
1314,ثبت مناره کبیر به‌عنوان یکی از آثار ملی ایران,"[{'text': 'مناره کبیر', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%A7%D8%B1%D9%87_%DA%A9%D8%A8%DB%8C%D8%B1'}]",15,9
1314,ثبت باغ فین به‌عنوان یکی از آثار ملی ایران,"[{'text': 'باغ فین', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%BA_%D9%81%DB%8C%D9%86'}]",15,9
1344,ثبت تپه کلار به‌عنوان یکی از آثار ملی ایران,"[{'text': 'تپه کلار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%BE%D9%87_%DA%A9%D9%84%D8%A7%D8%B1'}]",15,9
1360,پایان عملیات طریق القدس,"[{'text': 'عملیات طریق القدس', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D8%B7%D8%B1%DB%8C%D9%82%E2%80%8C%D8%A7%D9%84%D9%82%D8%AF%D8%B3'}]",15,9
1364,انتشار اولین شماره ماهنامه آدینه,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",15,9
1368,اکران فیلم روز باشکوه به کارگردانی کیانوش عیاری,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'روز باشکوه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2_%D8%A8%D8%A7%D8%B4%DA%A9%D9%88%D9%87'}, {'text': 'کیانوش عیاری', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D8%A7%D9%86%D9%88%D8%B4_%D8%B9%DB%8C%D8%A7%D8%B1%DB%8C'}]",15,9
1373,آتش‌سوزی در ساختمان مجلس شورای ملی,"[{'text': 'مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}]",15,9
1378,ثبت مسجد قدیمی توران پشت به‌عنوان یکی از آثار ملی ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مسجد قدیمی توران پشت', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%AC%D8%AF_%D9%82%D8%AF%DB%8C%D9%85%DB%8C_%D8%AA%D9%88%D8%B1%D8%A7%D9%86_%D9%BE%D8%B4%D8%AA'}]",15,9
1378,ثبت زیارتگاه خدیجه خاتون به‌عنوان یکی از آثار ملی ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'زیارتگاه خدیجه خاتون', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%DB%8C%D8%A7%D8%B1%D8%AA%DA%AF%D8%A7%D9%87_%D8%AE%D8%AF%DB%8C%D8%AC%D9%87_%D8%AE%D8%A7%D8%AA%D9%88%D9%86'}]",15,9
1378,ثبت خانه موید علایی به‌عنوان یکی از آثار ملی ایران,"[{'text': 'خانه موید علایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%A7%D9%86%D9%87_%D9%85%D8%A4%DB%8C%D8%AF_%D8%B9%D9%84%D8%A7%DB%8C%DB%8C'}]",15,9
1378,ثبت موزه حیات وحش هفت چنار به‌عنوان یکی از آثار ملی ایران,"[{'text': 'موزه حیات وحش هفت چنار', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B2%D9%87_%D8%AD%DB%8C%D8%A7%D8%AA_%D9%88%D8%AD%D8%B4_%D9%87%D9%81%D8%AA_%DA%86%D9%86%D8%A7%D8%B1'}]",15,9
1384,سقوط هواپیمای سی-۱۳۰ (۱۳۸۴),"[{'text': 'سقوط هواپیمای سی-۱۳۰ (۱۳۸۴)', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C_%D8%B3%DB%8C-%DB%B1%DB%B3%DB%B0_(%DB%B1%DB%B3%DB%B8%DB%B4)'}]",15,9
1391,زمین‌لرزه زهان,[],15,9
1391,آتش‌سوزی در مدرسه شین‌آباد,"[{'text': 'آتش\u200cسوزی در مدرسه شین\u200cآباد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D8%AF%D8%B1_%D9%85%D8%AF%D8%B1%D8%B3%D9%87_%D8%B4%DB%8C%D9%86%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF'}]",15,9
1397,بمب‌گذاری در چابهار,[],15,9
1399,آغاز سیل جنوب ایران,[],15,9
889,نبرد مرو میان صفویان با همراهی بابر گورکانی در برابر شیبانیان,"[{'text': 'نبرد مرو', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D8%B1%D9%88'}]",16,9
1332,حمله به دانشکده فنی دانشگاه تهران در جریان اعتراضات به سفر معاون رئیس‌جمهور آمریکا ریچارد نیکسون,"[{'text': 'دانشگاه تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",16,9
1388,انتشار تصویر پاره شده سید روح‌الله خمینی از بخش خبری اخبار ۲۰:۳۰ شبکه ۲ سازمان صدا و سیمای جمهوری اسلامی ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",16,9
1388,تظاهرات ۱۶ آذر,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': '۶ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B6_%D8%A2%D8%B0%D8%B1'}]",16,9
1395,حادثه سقوط بالگرد در دریاچه چیتگر تهران,"[{'text': 'دریاچه چیتگر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%DB%8C%D8%A7%DA%86%D9%87_%DA%86%DB%8C%D8%AA%DA%AF%D8%B1'}]",16,9
1396,حادثه کشته شدن ۹ کوهنورد مشهدی در اشترانکوه,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",16,9
1321,اوج شورش نان در تهران,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'شورش نان در تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%B4_%D9%86%D8%A7%D9%86_%D8%AF%D8%B1_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",17,9
1395,سانحه ۱۷ آذر فروند هواپیمای آموزشی در شهر اقلید,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': '۷ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B7_%D8%A2%D8%B0%D8%B1'}]",17,9
1340,هفت تپه - محمد رضا شاه پهلوی کارخانه قند خوزستان را می گشاید. این کارخانه در روز ۳۰۰ تن قند تولید می نماید.,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'محمد رضا شاه پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D9%BE%D9%87%D9%84%D9%88%DB%8C'}, {'text': 'هفت تپه', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%81%D8%AA%E2%80%8C%D8%AA%D9%BE%D9%87'}]",18,9
1370,معرفی عراق به عنوان آغازگر و متجاوز و مسئول جنگ علیه ایران توسط سازمان ملل متحد.,"[{'text': 'سازمان ملل متحد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%85%D9%84%D9%84_%D9%85%D8%AA%D8%AD%D8%AF'}, {'text': 'عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D8%A7%D9%82'}]",18,9
1376,برگزاری هشتمین کنفرانس سران کشورهای اسلامی در تهران.,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",18,9
1377,سالروز چسبیدن آ به ذر,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}]",18,9
1384,انجام قرعه‌کشی برای جام جهانی فوتبال ۲۰۰۶.,"[{'text': 'جام جهانی فوتبال ۲۰۰۶', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D8%AC%D9%87%D8%A7%D9%86%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%DB%B2%DB%B0%DB%B0%DB%B6'}]",18,9
1400,حمله افراد ناشناس به گوهر عشقی در راه مزار ستار بهشتی,"[{'text': 'گوهر عشقی', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D9%88%D9%87%D8%B1_%D8%B9%D8%B4%D9%82%DB%8C'}]",18,9
1403,سقوط رژیم اسد,"[{'text': 'سقوط رژیم اسد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D8%B1%DA%98%DB%8C%D9%85_%D8%A7%D8%B3%D8%AF'}]",18,9
1357,راهپیمایی ۱۹ آذر,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': '۹ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B9_%D8%A2%D8%B0%D8%B1'}]",19,9
1361,برگزاری انتخابات دوره نخست مجلس خبرگان رهبری,"[{'text': 'دوره نخست مجلس خبرگان رهبری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D9%86%D8%AE%D8%B3%D8%AA_%D9%85%D8%AC%D9%84%D8%B3_%D8%AE%D8%A8%D8%B1%DA%AF%D8%A7%D9%86_%D8%B1%D9%87%D8%A8%D8%B1%DB%8C'}]",19,9
1363,بنیان‌گذاری شورای عالی انقلاب فرهنگی,"[{'text': 'شورای عالی انقلاب فرهنگی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%B9%D8%A7%D9%84%DB%8C_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D9%81%D8%B1%D9%87%D9%86%DA%AF%DB%8C'}]",19,9
1402,آتش‌سوزی پالایشگاه هیدروکربن بیرجند,"[{'text': 'آتش\u200cسوزی پالایشگاه هیدروکربن بیرجند', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D9%BE%D8%A7%D9%84%D8%A7%DB%8C%D8%B4%DA%AF%D8%A7%D9%87_%D9%87%DB%8C%D8%AF%D8%B1%D9%88%DA%A9%D8%B1%D8%A8%D9%86_%D8%A8%DB%8C%D8%B1%D8%AC%D9%86%D8%AF'}]",19,9
6,نبرد نینوا,[],20,9
1297,بر اساس مصوبه هیئت وزیران مقررات تشکیل اداره سجل احوال در وزارت کشور تهیه شد,[],20,9
1349,رقابت ۲۰ آذر تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در بازی‌های آسیایی ۱۹۷۰,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}]",20,9
1367,رقابت ۲۰ آذر تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در جام ملت‌های آسیا ۱۹۸۸,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}]",20,9
1379,ثبت ملی بند برج عیار یا صابی کش به شماره ثبت ۲۹۴۰ به‌عنوان یکی از آثار ملی ایران,"[{'text': 'بند برج عیار', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%86%D8%AF_%D8%A8%D8%B1%D8%AC_%D8%B9%DB%8C%D8%A7%D8%B1'}]",20,9
1395,انتشار آلبوم تجربه کن، شادمهر عقیلی,"[{'text': 'تجربه کن', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%AC%D8%B1%D8%A8%D9%87_%DA%A9%D9%86'}, {'text': 'شادمهر عقیلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D8%AF%D9%85%D9%87%D8%B1_%D8%B9%D9%82%DB%8C%D9%84%DB%8C'}]",20,9
1279,ورود اولین اتومبیل به ایران در زمان مظفرالدین شاه قاجار,"[{'text': 'اتومبیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%AF%D8%B1%D9%88'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مظفرالدین شاه قاجار', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B8%D9%81%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86%E2%80%8C%D8%B4%D8%A7%D9%87'}]",21,9
1286,آغاز واقعه میدان توپخانه,"[{'text': 'واقعه میدان توپخانه', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D9%82%D8%B9%D9%87_%D9%85%DB%8C%D8%AF%D8%A7%D9%86_%D8%AA%D9%88%D9%BE%D8%AE%D8%A7%D9%86%D9%87'}]",21,9
1324,اعلام تشکیل دولت فرقه دموکرات آذربایجان، در تبریز و اعلام نخست‌وزیری جعفر پیشه‌وری در آن,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'تبریز', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2'}]",21,9
1325,خروج کامل شوروی از ایران تا ۲۱ آذر، اعلام سرکوب و فروپاشی دولت خلق آذربایجان، توسط ارتش شاهنشاهی ایران در تبریز و بازگشت آذربایجان به خاک ایران,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'ارتش شاهنشاهی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AA%D8%B4_%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'تبریز', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2'}, {'text': '۱ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%A2%D8%B0%D8%B1'}]",21,9
1389,فتوای سید علی خامنه‌ای درباره منع ساخت سلاح هسته‌ای,"[{'text': 'فتوای سید علی خامنه\u200cای درباره منع ساخت سلاح هسته\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D9%88%D8%A7%DB%8C_%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C_%D8%AF%D8%B1%D8%A8%D8%A7%D8%B1%D9%87_%D9%85%D9%86%D8%B9_%D8%B3%D8%A7%D8%AE%D8%AA_%D8%B3%D9%84%D8%A7%D8%AD_%D9%87%D8%B3%D8%AA%D9%87%E2%80%8C%D8%A7%DB%8C'}]",21,9
1336,زمین‌لرزه فارسینج,[],22,9
1377,رقابت ۲۳ آذر تیم ملی فوتبال ایران با تیم ملی فوتبال ازبکستان در بازی‌های آسیایی ۱۹۹۸,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': '۳ آذر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B3_%D8%A2%D8%B0%D8%B1'}]",23,9
1401,اخراج ایران از کمیسیون مقام زن ملل متحد,"[{'text': 'اخراج ایران از کمیسیون مقام زن ملل متحد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AE%D8%B1%D8%A7%D8%AC_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%A7%D8%B2_%DA%A9%D9%85%DB%8C%D8%B3%DB%8C%D9%88%D9%86_%D9%85%D9%82%D8%A7%D9%85_%D8%B2%D9%86_%D9%85%D9%84%D9%84_%D9%85%D8%AA%D8%AD%D8%AF'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",23,9
1402,آتش‌سوزی هتل ایران,"[{'text': 'آتش\u200cسوزی هتل ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D9%87%D8%AA%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",23,9
1157,زمین‌لرزه کاشان,[],24,9
1304,آغاز پادشاهی رضاشاه,"[{'text': 'پادشاهی رضاشاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%AF%D8%B4%D8%A7%D9%87%DB%8C_%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}]",24,9
1325,پایان غائله آذربایجان,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'غائله آذربایجان', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D8%A7%D8%A6%D9%84%D9%87_%D8%A2%D8%B0%D8%B1%D8%A8%D8%A7%DB%8C%D8%AC%D8%A7%D9%86'}]",24,9
1357,حادثهٔ خونبار مسجد ملک کرمان (مسجد امام خمینی حاضر). در این تاریخ در مسجد ذکرشده اجتماع عظیمی برپا شد. بعد از این تجمع، مردم راهپیمایی علیه رژیم حاکم (محمدرضا شاه پهلوی) را به سمت مسجد صاحب‌الزمان آغاز کردند که در چهارراه امام خمینی کرمان مأموران جلوی حرکت مردم را گرفتند و تعدادی از تظاهرکنندگان کشته و مجروح شدند. در این درگیری «فرامرز دادبین»، «غلامحسین مهدوی» و سید «حسین حسینی» کشته شدند.,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",24,9
