year,month,day,person,details,link,person_link,year_gregorian,month_gregorian,day_gregorian,person_link_english
1396,5,1,عبدالرضا نیک‌بین رودسری,از پایه‌گذاران سازمان مجاهدین خلق ایران,"[{'text': 'عبدالرضا نیک\u200cبین رودسری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%B6%D8%A7_%D9%86%DB%8C%DA%A9%E2%80%8C%D8%A8%DB%8C%D9%86_%D8%B1%D9%88%D8%AF%D8%B3%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%B6%D8%A7_%D9%86%DB%8C%DA%A9%E2%80%8C%D8%A8%DB%8C%D9%86_%D8%B1%D9%88%D8%AF%D8%B3%D8%B1%DB%8C,2017,07,23,<No English page found>
1396,5,7,مدیا کاشیگر,نویسنده، مترجم و شاعر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مدیا کاشیگر', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AF%DB%8C%D8%A7_%DA%A9%D8%A7%D8%B4%DB%8C%DA%AF%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AF%DB%8C%D8%A7_%DA%A9%D8%A7%D8%B4%DB%8C%DA%AF%D8%B1,2017,07,29,https://en.wikipedia.org/wiki/Media_Kashigar
1396,5,8,محمود جهان,خواننده,"[{'text': 'محمود جهان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AC%D9%87%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AC%D9%87%D8%A7%D9%86,2017,07,30,<No English page found>
1396,5,18,محسن حججی,از اعضای مدافعان حرم,"[{'text': 'محسن حججی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%AD%D8%AC%D8%AC%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%AD%D8%AC%D8%AC%DB%8C,2017,08,09,https://en.wikipedia.org/wiki/Mohsen_Hojaji
1396,6,15,شهلا حبیبی,نخستین زن در جایگاه مشاور رئیس‌جمهور ایران پس از انقلاب ۱۳۵۷,"[{'text': 'شهلا حبیبی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D9%84%D8%A7_%D8%AD%D8%A8%DB%8C%D8%A8%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D9%84%D8%A7_%D8%AD%D8%A8%DB%8C%D8%A8%DB%8C,2017,09,06,https://en.wikipedia.org/wiki/Shahla_Habibi
1396,6,26,علی‌اصغر معصومی شاهرودی,نماینده مردم استان خراسان رضوی در مجلس خبرگان رهبری,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'علی\u200cاصغر معصومی شاهرودی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B5%D8%BA%D8%B1_%D9%85%D8%B9%D8%B5%D9%88%D9%85%DB%8C_%D8%B4%D8%A7%D9%87%D8%B1%D9%88%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B5%D8%BA%D8%B1_%D9%85%D8%B9%D8%B5%D9%88%D9%85%DB%8C_%D8%B4%D8%A7%D9%87%D8%B1%D9%88%D8%AF%DB%8C,2017,09,17,<No English page found>
1396,6,28,شهناز خلیلی ایرندگانی,هنرمند سوزن دوزی,"[{'text': 'شهناز خلیلی ایرندگانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D9%86%D8%A7%D8%B2_%D8%AE%D9%84%DB%8C%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D9%86%D8%AF%DA%AF%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D9%86%D8%A7%D8%B2_%D8%AE%D9%84%DB%8C%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D9%86%D8%AF%DA%AF%D8%A7%D9%86%DB%8C,2017,09,19,<No English page found>
1396,6,31,نادر گلچین,خواننده,"[{'text': 'نادر گلچین', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D8%B1_%DA%AF%D9%84%DA%86%DB%8C%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D8%B1_%DA%AF%D9%84%DA%86%DB%8C%D9%86,2017,09,22,<No English page found>
1396,7,13,محمد جراحی,زندانی سیاسی,"[{'text': 'محمد جراحی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D8%B1%D8%A7%D8%AD%DB%8C,2017,10,05,<No English page found>
1396,8,1,علی سرافراز یزدی,نماینده حوزه انتخابیه مشهد و کلات در دوره هفتم مجلس شورای اسلامی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'علی سرافراز یزدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B3%D8%B1%D8%A7%D9%81%D8%B1%D8%A7%D8%B2_%DB%8C%D8%B2%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B3%D8%B1%D8%A7%D9%81%D8%B1%D8%A7%D8%B2_%DB%8C%D8%B2%D8%AF%DB%8C,2017,10,23,<No English page found>
1396,8,4,علی‌اشرف درویشیان,نویسنده,"[{'text': 'علی\u200cاشرف درویشیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B4%D8%B1%D9%81_%D8%AF%D8%B1%D9%88%DB%8C%D8%B4%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B4%D8%B1%D9%81_%D8%AF%D8%B1%D9%88%DB%8C%D8%B4%DB%8C%D8%A7%D9%86,2017,10,26,https://en.wikipedia.org/wiki/Ali_Ashraf_Darvishian
1396,8,25,محمد پورستار,بازیگر,"[{'text': 'محمد پورستار', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%BE%D9%88%D8%B1%D8%B3%D8%AA%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%BE%D9%88%D8%B1%D8%B3%D8%AA%D8%A7%D8%B1,2017,11,16,https://en.wikipedia.org/wiki/Mohammad_Poursattar
1396,8,27,رسول مهرپرور,نماینده حوزه انتخابیه درگز در دوره ششم مجلس شورای اسلامی,"[{'text': 'رسول مهرپرور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D9%88%D9%84_%D9%85%D9%87%D8%B1%D9%BE%D8%B1%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D9%88%D9%84_%D9%85%D9%87%D8%B1%D9%BE%D8%B1%D9%88%D8%B1,2017,11,18,<No English page found>
1396,9,15,مجتبی عبدالله‌نژاد,نویسنده و مترجم,"[{'text': 'مجتبی عبدالله\u200cنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF,2017,12,06,<No English page found>
1396,9,29,محی‌الدین حائری شیرازی,نماینده استان فارس در دوره نخست مجلس خبرگان رهبری و دوره دوم مجلس خبرگان رهبری,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محی\u200cالدین حائری شیرازی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%DB%8C%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AD%D8%A7%D8%A6%D8%B1%DB%8C_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%DB%8C%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AD%D8%A7%D8%A6%D8%B1%DB%8C_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C,2017,12,20,<No English page found>
1396,9,30,علیرضا یلدا,پزشک,"[{'text': 'علیرضا یلدا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%DB%8C%D9%84%D8%AF%D8%A7'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%DB%8C%D9%84%D8%AF%D8%A7,2017,12,21,https://en.wikipedia.org/wiki/Alireza_Yalda
1396,10,22,سارو قهرمانی,یکی از مردم کرد ایران بود که پس از شرکت در اعتراضات دی ۱۳۹۶ ایران در شهر سنندج توسط ماموران امنیتی ربوده شد و پس از ۱۱ روز بازداشت اداره اطلاعات سنندج خبر درگذشت او را به خانواده او اطلاع داد,"[{'text': 'سارو قهرمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B1%D9%88_%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B1%D9%88_%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86%DB%8C,2018,01,12,https://en.wikipedia.org/wiki/Sarou_Ghahremani
1396,10,26,محمد کوثر,کارگردان,"[{'text': 'محمد کوثر', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%DA%A9%D9%88%D8%AB%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%DA%A9%D9%88%D8%AB%D8%B1,2018,01,16,<No English page found>
1396,10,27,جهانگیر آموزگار,از اعضای هیئت اجرایی صندوق بین‌المللی پول و وزیر بازرگانی در زمان نخست وزیری علی امینی,"[{'text': 'جهانگیر آموزگار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86%DA%AF%DB%8C%D8%B1_%D8%A2%D9%85%D9%88%D8%B2%DA%AF%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86%DA%AF%DB%8C%D8%B1_%D8%A2%D9%85%D9%88%D8%B2%DA%AF%D8%A7%D8%B1,2018,01,17,https://en.wikipedia.org/wiki/Jahangir_Amouzegar
1396,10,29,منوچهر پوراحمد,بازیگر,"[{'text': 'منوچهر پوراحمد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D9%BE%D9%88%D8%B1%D8%A7%D8%AD%D9%85%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D9%BE%D9%88%D8%B1%D8%A7%D8%AD%D9%85%D8%AF,2018,01,19,<No English page found>
1396,11,4,تقی وحیدیان کامیار,پژوهشگر و زبان‌شناس,"[{'text': 'تقی وحیدیان کامیار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%82%DB%8C_%D9%88%D8%AD%DB%8C%D8%AF%DB%8C%D8%A7%D9%86_%DA%A9%D8%A7%D9%85%DB%8C%D8%A7%D8%B1'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AA%D9%82%DB%8C_%D9%88%D8%AD%DB%8C%D8%AF%DB%8C%D8%A7%D9%86_%DA%A9%D8%A7%D9%85%DB%8C%D8%A7%D8%B1,2018,01,24,<No English page found>
1396,11,12,محمود رحمانی‌پور,موسیقی‌دان,"[{'text': 'محمود رحمانی\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B1%D8%AD%D9%85%D8%A7%D9%86%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B1%D8%AD%D9%85%D8%A7%D9%86%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1,2018,02,01,<No English page found>
1396,12,29,حسن رفیعی,بازیگر,"[{'text': 'حسن رفیعی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B1%D9%81%DB%8C%D8%B9%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B1%D9%81%DB%8C%D8%B9%DB%8C,2018,03,20,<No English page found>
1397,1,2,داریوش شایگان,فیلسوف,"[{'text': 'داریوش شایگان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%D8%B4%D8%A7%DB%8C%DA%AF%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%D8%B4%D8%A7%DB%8C%DA%AF%D8%A7%D9%86,2018,03,22,https://en.wikipedia.org/wiki/Dariush_Shayegan
1397,1,18,بهرام زند,دوبلور (ز. ۱۳۲۸),"[{'text': 'بهرام زند', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%B2%D9%86%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%B2%D9%86%D8%AF,2018,04,07,<No English page found>
1397,1,18,محمدابراهیم جعفری,نقاش، شاعر و عضو هیئت علمی دانشگاه هنر تهران و انجمن نقاشان ایران (ز. ۱۳۱۹),"[{'text': 'محمدابراهیم جعفری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%AC%D8%B9%D9%81%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%AC%D8%B9%D9%81%D8%B1%DB%8C,2018,04,07,<No English page found>
1397,1,21,بزرگ لشگری,موسیقی‌دان,"[{'text': 'بزرگ لشگری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%B2%D8%B1%DA%AF_%D9%84%D8%B4%DA%AF%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A8%D8%B2%D8%B1%DA%AF_%D9%84%D8%B4%DA%AF%D8%B1%DB%8C,2018,04,10,<No English page found>
1397,1,28,غلامحسین صدری‌افشار,فرهنگ‌نویس، مترجم، نویسنده، و پژوهشگر (زادهٔ ۱۳۱۳),"[{'text': 'غلامحسین صدری\u200cافشار', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%B5%D8%AF%D8%B1%DB%8C%E2%80%8C%D8%A7%D9%81%D8%B4%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%B5%D8%AF%D8%B1%DB%8C%E2%80%8C%D8%A7%D9%81%D8%B4%D8%A7%D8%B1,2018,04,17,<No English page found>
1397,2,14,ناصر چشم‌آذر,موسیقی‌دان و آهنگساز و نوازنده,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'ناصر چشم\u200cآذر', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%DA%86%D8%B4%D9%85%E2%80%8C%D8%A2%D8%B0%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%DA%86%D8%B4%D9%85%E2%80%8C%D8%A2%D8%B0%D8%B1,2018,05,04,https://en.wikipedia.org/wiki/Naser_Cheshmazar
1397,2,17,اسدالله ایمانی,نماینده استان فارس در مجلس خبرگان رهبری,"[{'text': 'اسدالله ایمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%A7%DB%8C%D9%85%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%A7%DB%8C%D9%85%D8%A7%D9%86%DB%8C,2018,05,07,https://en.wikipedia.org/wiki/Assad-Allah_Imani
1397,2,27,سید مهدی طباطبایی,نماینده دوره دوم مجلس شورای اسلامی و دوره سوم مجلس شورای اسلامی و دوره دوره هفتم مجلس شورای اسلامی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سید مهدی طباطبایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%87%D8%AF%DB%8C_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%87%D8%AF%DB%8C_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C,2018,05,17,https://en.wikipedia.org/wiki/Mehdi_Tabatabaei
1397,2,27,محمدرضا علیزاده,با سابقه‌ترین عضو حقوقدان شورای نگهبان,"[{'text': 'محمدرضا علیزاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B9%D9%84%DB%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B9%D9%84%DB%8C%D8%B2%D8%A7%D8%AF%D9%87,2018,05,17,<No English page found>
1397,3,4,ناصر ملک‌مطیعی,بازیگر و کارگردان,"[{'text': 'ناصر ملک\u200cمطیعی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%85%D9%84%DA%A9%E2%80%8C%D9%85%D8%B7%DB%8C%D8%B9%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%85%D9%84%DA%A9%E2%80%8C%D9%85%D8%B7%DB%8C%D8%B9%DB%8C,2018,05,25,https://en.wikipedia.org/wiki/Naser_Malek_Motiei
1397,3,24,محمدامین قانعی راد,رئیس انجمن جامعه‌شناسی ایران,"[{'text': 'محمدامین قانعی راد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D9%85%DB%8C%D9%86_%D9%82%D8%A7%D9%86%D8%B9%DB%8C_%D8%B1%D8%A7%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D9%85%DB%8C%D9%86_%D9%82%D8%A7%D9%86%D8%B9%DB%8C_%D8%B1%D8%A7%D8%AF,2018,06,14,<No English page found>
1397,3,28,محمد ثلاث,از دراویش گنابادی اعدام شد,"[{'text': 'محمد ثلاث', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AB%D9%84%D8%A7%D8%AB'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AB%D9%84%D8%A7%D8%AB,2018,06,18,<No English page found>
1397,4,5,علی‌اصغر حاج‌سیدجوادی,از مدافعان جدی آزادی رسانه در پیش و پس از انقلاب ۱۳۵۷ و کنشگر سیاسی مستقل,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'علی\u200cاصغر حاج\u200cسیدجوادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B5%D8%BA%D8%B1_%D8%AD%D8%A7%D8%AC_%D8%B3%DB%8C%D8%AF_%D8%AC%D9%88%D8%A7%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%D8%B5%D8%BA%D8%B1_%D8%AD%D8%A7%D8%AC_%D8%B3%DB%8C%D8%AF_%D8%AC%D9%88%D8%A7%D8%AF%DB%8C,2018,06,26,https://en.wikipedia.org/wiki/Asghar_Sayyed_Javadi
1397,4,18,محمد بسته‌نگار,سخنگوی شورای فعالان ملی مذهبی و از اعضای شورای فعالان ملی مذهبی,"[{'text': 'محمد بسته\u200cنگار', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D8%B3%D8%AA%D9%87%E2%80%8C%D9%86%DA%AF%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D8%B3%D8%AA%D9%87%E2%80%8C%D9%86%DA%AF%D8%A7%D8%B1,2018,07,09,https://en.wikipedia.org/wiki/Mohammad_Bastenegar
1397,4,18,لیلا امامی,از زنان روشنفکر و مدرن ایران و همسر امیرعباس هویدا,"[{'text': 'لیلا امامی', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%84%D8%A7_%D8%A7%D9%85%D8%A7%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%84%D8%A7_%D8%A7%D9%85%D8%A7%D9%85%DB%8C,2018,07,09,<No English page found>
1397,4,21,عباس امیرانتظام,از اعضای جبهه ملی ایران,"[{'text': 'عباس امیرانتظام', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A7%D9%85%DB%8C%D8%B1%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A7%D9%85%DB%8C%D8%B1%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85,2018,07,12,https://en.wikipedia.org/wiki/Abbas_Amir-Entezam
1397,4,30,مرتضی تهرانی,روحانی و مجتهد شیعه,"[{'text': 'مرتضی تهرانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D8%AA%D9%87%D8%B1%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D8%AA%D9%87%D8%B1%D8%A7%D9%86%DB%8C,2018,07,21,https://en.wikipedia.org/wiki/Morteza_Tehrani
1397,5,4,فؤاد کریمی,نماینده اهواز در دوره دوم مجلس شورای اسلامی,"[{'text': 'فؤاد کریمی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%A4%D8%A7%D8%AF_%DA%A9%D8%B1%DB%8C%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%A4%D8%A7%D8%AF_%DA%A9%D8%B1%DB%8C%D9%85%DB%8C,2018,07,26,<No English page found>
1397,5,7,عباس دوزدوزانی,نماینده دوره‌های نخست، دوم و سوم مجلس شورای اسلامی,"[{'text': 'عباس دوزدوزانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%AF%D9%88%D8%B2%D8%AF%D9%88%D8%B2%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%AF%D9%88%D8%B2%D8%AF%D9%88%D8%B2%D8%A7%D9%86%DB%8C,2018,07,29,https://en.wikipedia.org/wiki/Abbas_Duzduzani
1397,5,16,مهرمنیر جهانبانی,طراح پارچه و لباس,"[{'text': 'مهرمنیر جهانبانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D9%85%D9%86%DB%8C%D8%B1_%D8%AC%D9%87%D8%A7%D9%86%D8%A8%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D9%85%D9%86%DB%8C%D8%B1_%D8%AC%D9%87%D8%A7%D9%86%D8%A8%D8%A7%D9%86%DB%8C,2018,08,07,https://en.wikipedia.org/wiki/Mehr_Monir_Jahanbani
1397,5,18,قربان‌علی تاری,فوتبالیست,"[{'text': 'قربان\u200cعلی تاری', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B1%D8%A8%D8%A7%D9%86%E2%80%8C%D8%B9%D9%84%DB%8C_%D8%AA%D8%A7%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%82%D8%B1%D8%A8%D8%A7%D9%86%E2%80%8C%D8%B9%D9%84%DB%8C_%D8%AA%D8%A7%D8%B1%DB%8C,2018,08,09,<No English page found>
1397,5,18,مهرداد پهلبد,نخستین وزیر فرهنگ و هنر ایران و همسر دوم شمس پهلوی,"[{'text': 'مهرداد پهلبد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%AF%D8%A7%D8%AF_%D9%BE%D9%87%D9%84%D8%A8%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%AF%D8%A7%D8%AF_%D9%BE%D9%87%D9%84%D8%A8%D8%AF,2018,08,09,https://en.wikipedia.org/wiki/Mehrdad_Pahlbod
1397,5,23,محمد عبادی,دوبلور,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمد عبادی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B9%D8%A8%D8%A7%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B9%D8%A8%D8%A7%D8%AF%DB%8C,2018,08,14,<No English page found>
1397,5,26,عزت‌الله انتظامی,بازیگر,"[{'text': 'عزت\u200cالله انتظامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B2%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%B2%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85%DB%8C,2018,08,17,https://en.wikipedia.org/wiki/Ezzatolah_Entezami
